content,score,app,topics
mahalsemua nya pakai koin,1,tinder,9
tinder ada fitur call ngecall orang susah banget,2,tinder,0
lihat suka tagih mahal,2,tinder,4
aplikasi usangjadi mending xan hapus install pakai aplikasi nih mending jangankarena tipu susah matchbnyk jual cewek nyapenipu kalo vc tidak mau lihat muka stop install,1,tinder,6
harusy kalo serta niat cekal main bukti serta masalah tidak main cekal ikut rules apk loh kayak tidak infoin no telepon medsos tidak share aneh knapa akun cekal,1,tinder,6
kasih bintang ya coba aplikasi,4,tinder,2
sungguh kecewa ku tidak pernah download aplikasi sh gj banget tiba tidak bisa masuk akun pokok tidak download deh kalo tidak mau sesal,1,tinder,7
aplikasi guna,5,tinder,6
ya kalo notif pesan pas buka tidak ada,2,tinder,4
tidak laku langgan tibatiba akun cekal tidak tidak ada fitur banding,1,tinder,0
tarik,5,tinder,2
aplikasi oke teman sayang prabayar,4,tinder,8
tidak buat salah akun cekal tidak bisa log,1,tinder,7
serba prabayar sulit pengunanya lihat suka bayar,1,tinder,8
ribet ribet ribet ribet,1,tinder,8
bintang bos soal guna,3,tinder,3
lihat suka tagih mahal,2,tinder,4
deh terima kasih,5,tinder,3
apps sampah tidak ngapaxin cekal sih berkalix cekal mulu asa anehx profile pict nya tidak kena cekal gilir gue kena cekal kalo tidak kebales ya tidak usah ngereport kali sial banget tinder gue pakai gold ya bikin orang rugi gue pindah bumble pahammm,1,tinder,0
apknya susah banget diinstal suruh instal,2,tinder,7
masuk bikin susah,1,tinder,7
sok bad kena langgar tidak laku langgar kalo gue lapor langgar biaar akun banned pulih tidak bisa,1,tinder,0
tibaa akun cekal tidak ngelakui salah,2,tinder,7
byr nan tidak bisa masuk ya kak banking potong nya tolong kasih informasih,5,tinder,8
tolong aplikasi lapor polisi aplikasi kumpul data tidak sedia fitur hapus akun data disalahgunakan tolong lindung,1,tinder,9
coba,5,tinder,2
tidak ada etik tider main putus pemberitahuan uang masuk tinder glod tidak bisa kembali blokir tidak apa justruh syukur tolong tutup hapus foto,1,tinder,7
yoba bagus,4,tinder,2
serba bayar lihat like bayar,1,tinder,9
lancar lancar tambah game cihuy lumaya tuh,5,tinder,7
tau daftar blokir akses tinder,1,tinder,7
manusia pakai aplikasi tinder manusi bego tolol dongo bodoh dunia aplikasi tidak mutu bikin akun langsung gue laporin kominfo moga aplikasi tinder cepat hapus amin,1,tinder,5
cari jodoh ya kali buka buka jeda tidak bukamasih orang tolong baik kayak pilih jodoh tidak tinder gold mentang tidak tinder gold batasin smuanya sih ketemu jodoh kalo,1,tinder,5
sulit masuk gambar hadap langsung gagal,1,tinder,7
akun cekal tidak laku langgar apapunn kecewa banget tinder tolong baik,1,tinder,7
aplikasi tidak jlsgw tidak laku download smnggu pakai kunciapa kali coba aplikasi bgnibhbl aplikasijngn download sia tidak dapat pasang deh kuncintah suka mamak,1,tinder,6
tidak laku langgar cekal tidak bisa pakai coba akun dimanatolong jelas cekal,1,tinder,7
bruh pasang foto kena ban kualitas bintang,1,tinder,6
bagus,5,tinder,2
ribet masuk nyadan verifikasi nya pakai nomor,2,tinder,7
hati hati main tinder penger upgrade berbayarbake tinder plusgoldplatinum bayar tinder plus akun tib blokir tidak jelas,1,tinder,6
tidak bisa pakai aplikasi nya error mulu,2,tinder,9
bikin nyaman tidak apa sruh bayar ya deh uninstall,1,tinder,3
masalah tinder main app tidak pernah ukaran kasar tidak pernah share pornography blokir,1,tinder,5
nih akun gue cekal gue rajin swipe kanan dapetnya buluk cakep tidak dapat foto cakep bot doang ya aneh,1,tinder,8
bingung app inisaya tidak laku apatapi blokirpadahal aplikasi banyk teman,1,tinder,5
aneh banget sumpah buka akun gue cekal maksud deh disuru klarif pakai foto sesuai gaya tunggu beberapaa cekal aneh banget tinder balikin akun cekal robot disuru hana hini tidak bisa sih nih,1,tinder,7
tidak bisa masuk tulis verikasi,1,tinder,7
akun tibatiba cekal tidak laku salah aneh banget gila teman tolong,1,tinder,7
akun tibatiba blok tidak bisa masuk,2,tinder,7
doang gratis top up top up,1,tinder,5
aplikasi eror tidak asih solusi tidak jelas,1,tinder,6
cari teman pcr,5,tinder,5
akun cekal tidak langgar atur tolong min butuh bantu,1,tinder,7
hati kenal cowok tinder modus tipu data verifikasi knal chat tinder putus ketemu berani buat jahat alam kenal buruk banget tas bawa kabur sih ajg tggl jlnan buka tinder nya akun tlh tutup tinder jaga aman guna apl nya kasihan orang polos korban jahat tinder untung ambil tas kalo perkosa duh amit ya,1,tinder,6
aplikasi nih login akun kesna nya kga masuk,1,tinder,7
tinder cekal akun ingat aplikasi jodoh bodoh ayo tinggal apk,1,tinder,7
fitur nya tidak guna verifikasi coba robot cari jodoh mah tidak laku kunci anjrit lol,1,tinder,5
tidak jelas tinder tidak laku salah eh cekal tolong kembali,2,tinder,7
akun gue gembok gegara chat lawak banget alesan nya deh omong kasar kagak rendah orang kagak akun gue gembok kocak nih aplikasi,1,tinder,3
bad application tidak layak gue tidak laku salah apa cekal bayar tolong professional,1,tinder,6
aplikasi gaguna tidak usah dwonload orgnya tidak bisa bikin aplikasi,1,tinder,6
daftar verifikasi nya bikin emosi tidak pernah,1,tinder,7
gila apk tidak jls daftar kasih monyetudh tidak pernah instal wirr,1,tinder,6
aplikasi pelit newbie sajaharus bayar cari aplikasi no recomedated,1,tinder,6
ajar cekal untung tidak langgan apkikasi tipu nih,1,tinder,9
tidak jelas tidak bisa kirim pesan balas pesan cepat benerin,2,tinder,7
sayang uang bayar bulan kayak sekolah pakai biaya bulan,1,tinder,9
ting sistem hahaha,1,tinder,1
lumayan beli sih tidak yang non bayar,5,tinder,9
mantap aplikasi kencan wanita rusia terima kasih ya developer,5,tinder,5
tinder install tidak rasa salah atur akun saha banned cekal mohon jelas terimakasih,1,tinder,6
terimakasih tinderberkat aplikasi temu wanita sayang,5,tinder,5
akun tidak swipe eh cekalaneh woiiii respon,1,tinder,0
verifikasi buka aplikasi,1,tinder,7
masak tidak bisa chat match langgan,1,tinder,0
tolong ketat modus tipu aplikasi,1,tinder,6
tidak bisa buka apk ulang kali install uninstall,1,tinder,7
butuh sesuai,4,tinder,6
susah nya cari serius,1,tinder,0
tidak bisa pakai aplikasi,1,tinder,6
foto profil wajah tinder foto gara ganti foto profil akun tinder cekal,1,tinder,7
verfikasi bodoh dunia,1,tinder,7
apknya bagus,5,tinder,2
dadak akun dicekalpadahal tidak laku buat tidak pantassudah bayar langgan cekal sih kerja nyaakun buruk tidak dicekaltapi akun cekal,2,tinder,6
doang gratis top up top up,1,tinder,5
tidak tinder prebyar ya tidak bisa lihat gmbr orang like caranta ya byr,5,tinder,7
akun block tidak bisa akses jahat tolong bantu,1,tinder,6
byr nan tidak bisa masuk ya kak banking potong nya tolong kasih informasih,5,tinder,8
aplikasi aneh bilang langgar tidak nglakuin aneh tidak usah instal woyyyyy,1,tinder,6
gerat beli ah bingung,4,tinder,1
iklan tidak buka like tambah,2,tinder,9
jelek asu tidak bisa login,1,tinder,7
tidak buat salah akun cekal tidak bisa log,1,tinder,7
bagus mudah an aplikasi temu jodoh ya allah amin ya rabbal allamin,5,tinder,5
aplikasiaplikasi tolol tidak ada downloadkarena setelag bayar akun langsung cekal tipu bas apk,1,tinder,9
sungguh kecewa ku tidak pernah download aplikasi sh gj banget tiba tidak bisa masuk akun pokok tidak download deh kalo tidak mau sesal,1,tinder,7
tidak bisa ngapa in langgan pakai aplikasi,1,tinder,7
akun tidak bisa hapus,1,tinder,7
ya fitur nya tidak enak,3,tinder,0
tidak bisa buka stuck tampil,1,tinder,9
rate nya kalo lancar,3,tinder,6
aplikasi bagus batu cari pasang,5,tinder,5
tidak laku langgan tibatiba akun cekal tidak tidak ada fitur banding,1,tinder,0
tingkat,3,tinder,2
ujungujungnya topup tidak jadi deh,2,tinder,5
parahtidak langgar cekal akun,1,tinder,7
updatesuka error,3,tinder,9
tidak padahal masuk aku cekal gua tidak tau langgar gua,1,tinder,7
rekomended banget sih,5,tinder,2
tidak bayar biar download tambah,5,tinder,9
tampil read,4,tinder,1
gara gara tinder reedem axis tinder tidak gunadasar tinder tidak gunakalo bonus tiktok ya mending,1,tinder,5
mas kasih fitur hapus pesan lih kadang salah ketik tidak bisa hapus pesan,4,tinder,7
bagus lumayan cuman ya lake pilih orang mesum,4,tinder,4
ya akun kunci akalin tidak bisa,2,tinder,7
beli platinum tahun rp tidak di nikmat bulan kena cekal alasanya langgar foto bersih normal chatting normal tukeran whatsapp komunikasi aju email langgar duit hilang sahabat tidak laku beli kecuali tau rugi nya untung moga jodoh amin,1,tinder,0
tinder bantu cari teman kurang cewek tinder tipu suka pura pinjam uangpura tidak makan ujung transfer uanghati cowok cewek ditinder pura kenal kitayg cewek,3,tinder,6
tidak mendownloadnya tidak khawatir tidak guna aplikasi,1,tinder,2
apk nya bangkrut kayak nya tidak ada salah apa akun jol cekal,1,tinder,7
coba ya kalo sukses kasih bintang,1,tinder,2
tetiba gabisaa buka alias akun nya blok otomatis makek,1,tinder,9
lapis bug,3,tinder,8
bayar bayar baya bayar suruh bayar,1,tinder,9
uninstal bayar,1,tinder,9
bagus apk gratis,5,tinder,2
atur jarak error coba baik,3,tinder,1
kecewa kali ganti akun cekal tidak tau salah tau buka langsung cekal coba deh kayak tantan dibkasik ingat sekira nya foto vidio chat langgar tentu batas wajar dp nya nunjukin malu aman akun nya super jengkel khilangan kontak teman janji bikin tidak di percaya orang akun tidak segera pulih entar info orang tidak usah pakai tinderkecewa,1,tinder,6
tidak ada etik tider main putus pemberitahuan uang masuk tinder glod tidak bisa kembali blokir tidak apa justruh syukur tolong tutup hapus foto,1,tinder,7
menarikterimakasih,5,tinder,1
jarang match akun tidak minat match,1,tinder,0
pasang aplikasi tidak mau buka aplikasi kocak banget,1,tinder,9
bagus aplikasi nih cocok cari pasang,3,tinder,5
tibatiba cekal tampa masalah,1,tinder,7
sangka tidak pakai poin,3,tinder,6
cekal salah pakai tidak ada tidak jelas nih curiga ambil foto,1,tinder,7
tolong aplikasi lapor polisi aplikasi kumpul data tidak sedia fitur hapus akun data disalahgunakan tolong lindung,1,tinder,9
coba,5,tinder,2
serius akun gue geser kanan habis geser kanan chat gue tidak ada balas gue match tinder gue dah ketemu gue akun gue tolong chatin eh akun akun gue hilang akun match gue tidak pernah dibales akun gue dah,1,tinder,7
niat bikin apk tidak sih masuk bikin susah yaudah uninstall tidak usah download sesal teman,1,tinder,7
aplikasi macet tidak bisa hapus akun,2,tinder,7
tarik,5,tinder,2
susah match,1,tinder,0
kena baned ibumulonte baned kna kangker kcelakaan klindestruk amin modaroasuuukntolgblok,1,tinder,4
tidak buruk,4,tinder,9
terima kasih blokir,1,tinder,4
bintang coba,3,tinder,2
sok bad kena langgar tidak laku langgar kalo gue lapor langgar biaar akun banned pulih tidak bisa,1,tinder,0
aplikasi bagus orang cari teman,4,tinder,5
fake,2,tinder,6
gue cekal padahak tidak laku apa,1,tinder,7
tidak bisa hapus akun,1,tinder,7
akun blokir,1,tinder,7
bagus,5,tinder,2
tolong bayar ayah,1,tinder,0
bayar via transfer tidak terlalu mahal,3,tinder,6
bagus sih jarang balas pesan cewek nya diri ganteng sibuk,2,tinder,0
verifikasi teka teki tidak jelas,1,tinder,6
enak banyak iklan,3,tinder,5
masak bayar,1,tinder,0
tidak bisa buka aktif gps,1,tinder,8
verifikasi ribet tholol apknya,1,tinder,8
tidak juga masuk cekal tidak beres aplikasi,1,tinder,6
tibaa akun cekal tidak ngelakui salah,2,tinder,7
ajar,5,tinder,1
stuck logo mulu manusiawi spek hp gue,1,tinder,4
tinder login susah banget verifikasi manusiaa susah gambar,1,tinder,7
aplikasi tidak jelas tidak ada tb tb kena langgar aneh,2,tinder,7
aplikasi selingkuh sory ratting app orientasi selingkuh,1,tinder,2
maaf ya starnya tidak dapat bner cocok kalo ketemu pas pasang deh,3,tinder,5
akun blokir tinder tampa pemberitahuan coba kasih ingat blokir akun coba kalo data pribadi situ,1,tinder,7
tinder tidak bisa loginkemarin tulis cekalaneh,1,tinder,5
tidak dapat teman aktif,1,tinder,5
aplikasi tinder kesini tidak makin bagus buruk,1,tinder,6
bayar biar lancar,4,tinder,7
lumayan bagus saing,3,tinder,6
douwnlod tidak bisa instal,1,tinder,7
hai nama joddyaku admin tinder indonesiakenapa akun diblokirsaya umur soalnyasemua deh ikut tidak bisa masuk jugatolong bantu admin,1,tinder,5
teman kalo bayar tidak kan chat lihat konfir bayar,2,tinder,9
bayar susah pakai apk,2,tinder,7
manfaat refleksi,4,tinder,7
nih buka tinder nya like,5,tinder,6
aplikasi guna temu teman sekitar,5,tinder,5
verifikasi eror kecewa tolong baik,1,tinder,0
aplikasi nya bagus tidak pakai tinder gold pasang,5,tinder,6
tidak gratis aplikasi matches nya,1,tinder,5
susah kalo akses masukny tidak karena jaringanyg,1,tinder,6
nih akun tidak apa cekalpadahal banget tolong,1,tinder,7
main tinder main cekal beli gold tinder bubar,1,tinder,6
aplikasi nya ngelak tidak bisa buka lihat cht susah,2,tinder,6
suka tidak dapat pasang tau apk sekali jarak banget,3,tinder,7
app bagus fiturnya dikit bayar,3,tinder,4
gua tidak bisa download apk sampah hp apk hapus jaring gua bagus,1,tinder,7
akun tidak lihat orang tinder gold restart ulang kali,1,tinder,0
suka aplikasi mudah mudah jodoh,3,tinder,8
lihat suka bayar lupa aplikasi tidak rekomendasi,1,tinder,9
tidak ngapa kapai blokir aneh aplikasi,1,tinder,7
donlot stack logo nya mulukenapa dahhhhh,2,tinder,3
gua bikin akun main eh akun cekal kocak gaming apk,1,tinder,7
keren daftar tidak ribet,5,tinder,8
jelek fitur nya langgan,1,tinder,0
kali download tidak bisa buka,1,tinder,7
login kembaliakun cekal tidak laku langgar aneh nih aplikasi,1,tinder,7
apk tidak bisa buka,1,tinder,7
jijik gue norak banget akun gue cekal kirim aju sopan email lo kayak bikin app ya tidak ketat atur kecuali kalo gue langgar atur kali lo bebas blokir gue nih kali kali kirim ingat biar tau penting atur tidak asik byee kalo angka gue kasih nol app,1,tinder,7
sangkin tidak laku nya aplikasi hapus kasih notifikasi,1,tinder,7
aplikasi tidak mutu tidak laku salah tibatiba ban,1,tinder,6
tidak laku apaapa tibatiba cekal woy baik woy tinder tidak mutu,1,tinder,6
orang gaptek bilang app ya jelek orang tidak modal bilang app bayar orang modal gratis ngeluh kekwkwk,5,tinder,6
aplikasi bagus mudah,5,tinder,2
instal error,1,tinder,7
enak kali ya app tinder updeat status,4,tinder,0
sumpah tidak jelas aplikasi match obrol intens hilang tidak jelas banget,1,tinder,6
tidak langgar atur cekal mohon baik guna tidak putus komunikasi match tinder tinder,1,tinder,6
cewenya cantik slow respon,5,tinder,0
kali pakai aplikasi akun cekal tidak kapai,1,tinder,7
aplikasi teman cari pasang hidup,4,tinder,5
hati hati aplikasi tinder mudharat nya harap menkominfo hapus aplikasi tks,1,tinder,6
bagus moga depa asik pakai apl,5,tinder,1
habis baru tinder tidak bisa masuk ya,3,tinder,7
baik upload foto,5,tinder,7
aneh bangettbtb cekal akun tidak ngelanggar tolong apk nya baik,1,tinder,7
kalo gratis nya biar tambah rating tinder,4,tinder,3
langgan tidak ada gerat bulan,3,tinder,9
gais bagi alam cewek atibgt ya korban tipu guna tindertakut ulang nama mas saputra tolong tidak di gubris aku kerja tambang malu kerja singkat cerita aju resign menikahbodohnya percaya biaya sih resign nya habis juta gais tipu orang ya allah sesak bangetso waspada ya,3,tinder,1
apk ajang wanita byran sih adm ya tidak awasin kali ya kayak michat nih,2,tinder,7
log out tidak bisa log aneh,1,tinder,7
tidak percaya cewek tinder cewek cakep ghosting cari jelek cakep bikin ill fill lo jelek tidak ada sempat skip incar kaum seragam duit tidak mau ajak juang bareng enak,2,tinder,8
akun syaa cekal daftar upload foto tidak jelas deh,1,tinder,7
tidak gratis bayar,1,tinder,9
lelet woi kadang tidak bisa masuk,1,tinder,7
tolong obrol tidak bayar kesan kayak cuekin orang,1,tinder,0
swife right nya batas ya tidak bisa geser kanan banyak,1,tinder,9
tidak bisa kirim pesanjelek banget apk nya,1,tinder,7
heh ya tidak bisa daftar developer please update,1,tinder,7
dikit dikit bayar tidak seperti,1,tinder,6
bagus interaksi moga,5,tinder,5
tidak laku apaapa tibatiba cekal woy baik woy tinder tidak mutu,1,tinder,6
lihat suka bayar lupa aplikasi tidak rekomendasi,1,tinder,9
tidak langgar atur cekal mohon baik guna tidak putus komunikasi match tinder tinder,1,tinder,6
aplikasi potong pulsa tidak diinstal tipu,1,tinder,6
tidak ada sistem send foto dll nya apk sih,1,tinder,7
tidak guna gold pakai lol,1,tinder,6
download siang malam tidak bisa pakai akun cekal maksud nih,1,tinder,7
aplikasi kocak tidak jelas max jarak nya aneh,1,tinder,1
aneh bangettbtb cekal akun tidak ngelanggar tolong apk nya baik,1,tinder,7
jelek fitur nya langgan,1,tinder,0
tidak percaya cewek tinder cewek cakep ghosting cari jelek cakep bikin ill fill lo jelek tidak ada sempat skip incar kaum seragam duit tidak mau ajak juang bareng enak,2,tinder,8
ya tidak bisa buka tinder henti logo tinder,1,tinder,9
aplikasi buruk tidak ada respon gua kayak banyk sombong,1,tinder,3
gila aplikasi ganti atur bayar kebangeten banget,1,tinder,6
sumpah tidak jelas aplikasi match obrol intens hilang tidak jelas banget,1,tinder,6
apk ajang wanita byran sih adm ya tidak awasin kali ya kayak michat nih,2,tinder,7
donlot stack logo nya mulukenapa dahhhhh,2,tinder,3
gais bagi alam cewek atibgt ya korban tipu guna tindertakut ulang nama mas saputra tolong tidak di gubris aku kerja tambang malu kerja singkat cerita aju resign menikahbodohnya percaya biaya sih resign nya habis juta gais tipu orang ya allah sesak bangetso waspada ya,3,tinder,1
bisa akun cekal tidak laku pelanggaranas verifikasi tidak ada tombol hua capek banget deh,1,tinder,0
tolong kembali dana nya tidak sengaja langgan transaksi aplikasi,1,tinder,7
akun tibatiba blokir bad app,1,tinder,7
senang thinderbanyak kenal orang disinismoga teman sayaatau temu teman hidup sesurgaaamiin,5,tinder,5
aplikasi guna,5,tinder,6
aplikasi tidak beri effort apapunsekalipun user bayar penuh bot akun fake user tipu,1,tinder,6
blokir tidak pernah kapai foto tidak aneh,1,tinder,7
verifikasi manusia nya tidak jelas banget dasar aplikasi sampah,1,tinder,6
verifikasi wajah abad,1,tinder,7
gratis donkmasa bayar ituhmmmm,5,tinder,0
aplikasi cari duit anjingggg tinder,1,tinder,6
kecewa tidak tau tiba akun blokir,1,tinder,7
tidak bisa buka,1,tinder,0
tunggu respon baik,4,tinder,0
apk sungguh tarik dapaetkan ceeewe cantik,5,tinder,8
bagus tinder,5,tinder,2
aplikasih bayar mahal hapus aplikasih kagak guna playstoree,1,tinder,5
aplikasi bagus cari teman pasang,5,tinder,5
tidak bisa edit profile,3,tinder,4
aplikasi tolol tidak bisa hapus obrol,1,tinder,7
aplikasi geblek verifikasi salah kirikkkk,1,tinder,7
baik,4,tinder,0
upload foto berat,1,tinder,7
lamar susah masuk susah,1,tinder,7
aneh tidak laku aneh blokir sampah,1,tinder,7
heh tinder tolol gue tidak laku langgar pas login tetiba dibaned lu tolol banget sih gue kasih tau kalo lo serese bentar lo bangkrutmana orang pakai aplikasi sampah menuh menuhin ruang doang,1,tinder,3
tidak erti akun ku cekal premium,1,tinder,7
tidak ada lick back jarang on,2,tinder,8
aplikasi bagus banget tambah teman,5,tinder,2
banyak sih cari duit tidak cari jodoh,5,tinder,5
apk tidak jelas babi download login tidak salah apa baned tidak usah bikin apk blog,1,tinder,7
tidak bisa nomor telepin,3,tinder,1
app bantu cari teman moga jodoh dunia akhirat,5,tinder,5
aga ribet tidak apa- coba,3,tinder,2
pesan tidak ke kirim aneh banget,3,tinder,7
masuk akun tidak bisa jelek banget nih tinder,1,tinder,7
daftar cekal salah ya aneh,1,tinder,7
aplikasi nya keren kenal apk,5,tinder,6
mudah,4,tinder,0
apk tidak jelas akun tidak kapai cekall tlongg ya benerinn akun akuubuat tidak bisaaapk anehh orang tidak ngapa kapai ban gbloga dnlowad apk ngabisin paket,1,tinder,6
aplikasi masuk suruh bayar langgan cerita,1,tinder,9
wajib bayar gratis mending uninstall,1,tinder,4
moga aplikasi bantu orang temu jodoh,4,tinder,5
aplikasi bagus mantap jiwa,5,tinder,5
parah kali tidak bisa buka,1,tinder,7
aplikasi error,1,tinder,9
moga remuk wanita,5,tinder,5
kecewa apk tidak download,1,tinder,7
ya akun cekal tidak pernah ngapa iin buka nya,1,tinder,7
aplikasi buruk aplikasi cari teman,1,tinder,5
parah sih tinder pakai tahun cekal salah apa coba yakali akun gua cekal,1,tinder,6
bayar tidak minat,1,tinder,0
buruk apk,1,tinder,7
wehhh gue daftar akun gue cekal tinder tidak ngapa in,2,tinder,7
tidak ketemu teman click,2,tinder,5
kocak ya apk gue tidak ngapa in tiba cekal akun nya love doang ban apk kocak banget deh asli,1,tinder,7
tinder bagus rill nyata jodonya terimakasih tinder,5,tinder,6
bagusklo gratis,5,tinder,8
bantu,5,tinder,5
bot pasif,4,tinder,2
mahal susah tidak guna,1,tinder,0
sulit masuk pecahin tekateki,5,tinder,1
harus bayar entot,1,tinder,9
coba,4,tinder,2
aplikasi eror swipenya tidak ada batas,1,tinder,9
aplikasi taikk akun gue log out tidak bisa masuk,1,tinder,7
sayang tidak bisa vc telpon tolong tingkat min,5,tinder,7
aplikasi keren real,5,tinder,6
tidak bisa masuk apk nya,1,tinder,7
bagus tambah,3,tinder,2
keren download langsung cekal,1,tinder,7
moga lancar,5,tinder,5
akun cekal sih salah kasar tidak foto sexy tidak tapi cekal aneh banget kau ya deh bayar habis bayar kena cekal aneh bayar kena cekal kalo uang balikin,1,tinder,7
bintang bos soal guna,3,tinder,3
tidak bisa buka apk nya tidak tau masalah,1,tinder,7
pw wowkwkwwkokk berpa duit lu habis tidak jelas tidak match heran gue anjir kayak uang skippppppppp,2,tinder,2
aplikasi rusak,5,tinder,6
aplikasi ppk verifikasi musti sulit kayak orang main nyesal download nya babi,1,tinder,4
verifikasi bukti manusia binatang hadap maksud coba gambar binatang tidak jelas,1,tinder,7
bagus sih tarif,3,tinder,2
ya deh,5,tinder,3
gila banget sih no aplikasi coba enak main tinder toba cekel woy tidak begitu cok,1,tinder,6
aplikasi gratis bayar ya,5,tinder,9
langsung cerita nadia omara,4,tinder,5
mantap cuman top up,5,tinder,5
bagus beli koin nya susah hehe,5,tinder,9
yoba bagus,4,tinder,2
sih tutup akun ribetnya ampun tidak seperti akun akun kayak fb n lai,2,tinder,7
tahan goblok,1,tinder,2
sih apknya ngulang bikin akun gagal,1,tinder,7
akun tidak aktif fake account,1,tinder,6
senang,5,tinder,1
apknya bagus suka,5,tinder,2
aplikasi buruk banget,1,tinder,1
daftar akun cekal pakai foto kokk ah payah,1,tinder,7
tidak bisa masuk verifikasi manusia pilih badak tidak erti tidak jelas gbr nya tidak sulit gara verifikasi manusia akun blokir kasihan teman nyaman obrol bahas kerja,2,tinder,7
tingkat semangat,5,tinder,2
tidak bayar balas chatan suka hrp tidak bayar,4,tinder,9
tidak download aplikasi jelekk sesal jelek tidak guna aplikasi,1,tinder,9
good banyakkk pnasaran doang,5,tinder,8
download tinder mending pikir gue login pdh sinyal bagus login pas masuk eror kalo tidak download deh apk,1,tinder,7
thx lu tinder berkat lu istri cantik hihi,5,tinder,8
bagus sih chat orang tidak balas maaf ya,4,tinder,0
akun fakeharusnya filter,1,tinder,6
kasih bintang lag,1,tinder,3
bagus,5,tinder,2
payah tibatiba akun cekal tidak laku salah apaapa,1,tinder,7
apk terbaperan tidak ngapa kapai akun gua cekal,1,tinder,7
aplikasi sampah kumpul sampah cewek flexing cari atensi like cewek sampah,1,tinder,6
akun nomor tidak bisa pakai,1,tinder,7
ya tidak bisa suka orang suruh bayar tolong mingimana atas nya terima kasih,2,tinder,4
ku kasih bintang tinder temu jodoh,5,tinder,5
cari teman gebetan pacar jodoh toder solusi kenal cepat ribet,5,tinder,5
akun banned log out login akun cekal tidak laku tindak penyalahgunaan sana,1,tinder,7
suka senang teman,5,tinder,1
tanks tinder jodoh kalo niat insyaallah baik tanggal feb kenal tanggal feb bilang niat tuju kenal tanggal feb samperin rumah kenal orang tua tanggal feb kenal keluarga tanggal feb ngelamar alhamdulillah tanggal maret ijab kabul,5,tinder,9
beri bintang,2,tinder,0
deh terima kasih,5,tinder,3
tidak dapat kode sayah,5,tinder,7
moga jodoh,5,tinder,5
ribet ribet ribet ribet,1,tinder,8
ya tidak bisa hubung tinder pas daftar akun,2,tinder,7
coba,3,tinder,2
lumayan bantu nal ok,5,tinder,5
akun tinder gue banned tidak tau banned balikin tidak sih,2,tinder,7
masuk bikin susah,1,tinder,7
moga jodoh,1,tinder,5
apa an kali akun banned tidak laku tindak pornografi asusila apa sistem aplikasi aneh,1,tinder,0
gjelas banget bilang akun gue cekal akun tlol,1,tinder,7
apk tolol anjing download muncul tulis akun cekal tinder sih,1,tinder,7
tinder cekal,1,tinder,7
akun cekal salah,1,tinder,7
verif repot,1,tinder,7
coba,2,tinder,2
bingung nainya,5,tinder,1
aplikasi nya joss,5,tinder,8
tidak dapat nih,3,tinder,7
cari cocok,5,tinder,5
bayar,1,tinder,0
bagus deh malas komentar panjang,5,tinder,5
susah kalo upgrad tinder plus tidak bisa langsung tf,5,tinder,2
kasih aplikasi mantap,3,tinder,6
minat jodoh tidak seasik apk belah mending uninstal,1,tinder,7
aplikasi cari kenal teman pasang,5,tinder,5
mantap kenal nal,4,tinder,5
jomblo mending download deh aplikasi bukti kalo rezeki,5,tinder,5
sumpah gilaaasusah banget verifikasi foto kali take tidak bisapayah banget ya nih aplikasi,1,tinder,6
balikin uang indak langgan tinder duit tepotong,1,tinder,3
gara aplikasi keluarga selingkuh,1,tinder,2
tidak bisa masuk tinder,2,tinder,7
aplikasi bohong sial mending tutup,1,tinder,0
sih apk tidak jelas gue arah salah iya gue tidak manuasia apk tidak guna,1,tinder,7
tidak puas tidak rekomendasi mending tantan tinder praktis tantan,1,tinder,6
siraturami saudara,5,tinder,5
dau bagus,2,tinder,2
nilai jelek iya gara gara aplikasi cewek cari cowok tolol,1,tinder,8
aplikasi jelek gue daftar blokir,1,tinder,7
coba coba tidak bayar ya tidak bayar bintang,3,tinder,9
kau mrmpersulit orang teman aplikasi sampah,1,tinder,6
aplikasi jelek tidak di install,1,tinder,6
ribet login nya tele tele,1,tinder,8
bikin hari besok nya kena cekal,1,tinder,0
bagus banget sih bayar,4,tinder,2
bantu,5,tinder,5
bagus,1,tinder,2
aplikasih tolol aplikasih pakai bayar bego,1,tinder,5
aco nih tidak bikin salah kena banned,1,tinder,7
real women,3,tinder,6
anjir gua tidak laku langgar tb tb kunci,1,tinder,7
verivikasi manusia tidak jelas,1,tinder,7
aplikasi tidak ketemu orang,5,tinder,6
orang bodoh mengunakan aplikasi,2,tinder,6
aplikasi,1,tinder,6
tidak bisa chatt bayar adeeuh,1,tinder,9
bantu,5,tinder,5
akun cekal tidak laku,1,tinder,7
tingkat,5,tinder,2
jodoh ku kasih bintang,4,tinder,3
terimah kasih apk astrid ku,5,tinder,7
tidak ngapa in gue cekal apa an coba,1,tinder,7
aplikasi cari jodoh pas,5,tinder,5
coba coba,3,tinder,2
tidak usah dwonload plestor hapus app,1,tinder,4
kasih bintang pakai tinder temu cowok sesuai nya trimakasih tinder,5,tinder,6
tidak jelas verifikasi gagal muluaplikasi tolol,1,tinder,7
isi paket platinumlaah tidak bisa chatchatanlaah,1,tinder,6
maaf tidak pakai tinder gold,3,tinder,6
lumayan kesal,4,tinder,7
langgan,1,tinder,9
aplikasi bagus banget,5,tinder,2
bagus,5,tinder,2
bagus,5,tinder,2
moga pasang tinder,4,tinder,5
eror tidak bisa dibukak,1,tinder,9
kali like cacad,1,tinder,0
