content,score,app,topics,label,value
aplikasi jelek tidak di install,1,tinder,6,negative,0.9994169473648071
ribet login nya tele tele,1,tinder,8,negative,0.9980180263519287
bikin hari besok nya kena cekal,1,tinder,0,negative,0.9945664405822754
bagus banget sih bayar,4,tinder,2,positive,0.9447747468948364
bantu,5,tinder,5,negative,0.8234580159187317
bagus,1,tinder,2,positive,0.9980973601341248
aplikasih tolol aplikasih pakai bayar bego,1,tinder,5,negative,0.7487757205963135
aco nih tidak bikin salah kena banned,1,tinder,7,positive,0.990610659122467
real women,3,tinder,6,positive,0.9970911741256714
anjir gua tidak laku langgar tb tb kunci,1,tinder,7,negative,0.9961431622505188
verivikasi manusia tidak jelas,1,tinder,7,negative,0.9990953207015991
aplikasi tidak ketemu orang,5,tinder,6,negative,0.9955596923828125
orang bodoh mengunakan aplikasi,2,tinder,6,negative,0.9992238283157349
aplikasi,1,tinder,6,positive,0.998157799243927
tidak bisa chatt bayar adeeuh,1,tinder,9,negative,0.9987955093383789
bantu,5,tinder,5,negative,0.8234580159187317
akun cekal tidak laku,1,tinder,7,negative,0.9991379976272583
tingkat,5,tinder,2,positive,0.5731216073036194
jodoh ku kasih bintang,4,tinder,3,negative,0.9989714622497559
terimah kasih apk astrid ku,5,tinder,7,positive,0.9975595474243164
tidak ngapa in gue cekal apa an coba,1,tinder,7,negative,0.9986662864685059
aplikasi cari jodoh pas,5,tinder,5,positive,0.904965341091156
coba coba,3,tinder,2,positive,0.7970022559165955
tidak usah dwonload plestor hapus app,1,tinder,4,neutral,0.9970391988754272
kasih bintang pakai tinder temu cowok sesuai nya trimakasih tinder,5,tinder,6,neutral,0.9979230761528015
tidak jelas verifikasi gagal muluaplikasi tolol,1,tinder,7,negative,0.9992744326591492
isi paket platinumlaah tidak bisa chatchatanlaah,1,tinder,6,negative,0.7864477038383484
maaf tidak pakai tinder gold,3,tinder,6,neutral,0.9945839047431946
lumayan kesal,4,tinder,7,positive,0.8781512379646301
langgan,1,tinder,9,positive,0.9955784678459167
aplikasi bagus banget,5,tinder,2,positive,0.9979234933853149
bagus,5,tinder,2,positive,0.9980973601341248
bagus,5,tinder,2,positive,0.9980973601341248
moga pasang tinder,4,tinder,5,neutral,0.9890576004981995
eror tidak bisa dibukak,1,tinder,9,negative,0.9780908823013306
kali like cacad,1,tinder,0,negative,0.9975311160087585
tolong akun cekal ya tidak bisa buka verifikasi,1,tinder,7,neutral,0.9982898831367493
masuk nomor muluh tidak bisa pakai email,1,tinder,7,neutral,0.9963703155517578
kenal orang tinder tipu tidak lagi deh download,1,tinder,6,negative,0.9992508292198181
tolong jangn bayar kalo lihat orang suka,2,tinder,4,negative,0.962605893611908
tolong tingkat tinder nya blokir tinder lapor,3,tinder,6,neutral,0.9954743981361389
ngehapus akun ya tolong data simpan kak,3,tinder,3,negative,0.7575352787971497
bayar pakai pakai goggle play tidak bisakenapa,2,tinder,6,neutral,0.9931750893592834
akun blokir maksud blokir,1,tinder,7,neutral,0.9927202463150024
tidak punya jodoh tidak ingin harta tambah wanita ganggu lirik aman,1,tinder,3,negative,0.9167219400405884
aplikasi bagus gemar tinder,4,tinder,6,positive,0.9984203577041626
maka dana vipp,1,tinder,7,neutral,0.9821550846099854
kirim pesan upgrade tinder ya,2,tinder,4,neutral,0.9943126440048218
tolong gold bulan nya tidak mahal,5,tinder,0,neutral,0.7872512936592102
habis kenal pinjam uangtopup gofoodisi pulsa malas tidak beres hati mahal tinder gold tidak timpal,2,tinder,6,negative,0.9982359409332275
terima kasih tinder berkat aplikasi temu wanita bidadari,5,tinder,5,positive,0.9890568852424622
tidak bisa udha kali salah ku tidak tahu,1,tinder,7,negative,0.9923126101493835
bantu cari teman,5,tinder,5,negative,0.9981817007064819
daftar langsung cekal aneh,1,tinder,7,neutral,0.9175364375114441
najis tebak teka teki anjing sukalau tidak manusia kapai main kayak anjing bot kayak ginianhilangin tidak penting nya su,1,tinder,6,negative,0.9993200302124023
tolong dalam atur temu serta agama cari sesuai percaya,3,tinder,7,neutral,0.9982261061668396
tidak laku tau akun cekal tidak ada jelas sebab akun cekal aplikasi aco,1,tinder,7,negative,0.9986153841018677
aplikasi nya bayar mulu mah,1,tinder,9,negative,0.9993627667427063
bad bgtakun tidak gmn cekalkebanyakan dagang cewek nya nya dagang cekal,2,tinder,0,negative,0.9982700347900391
bayar,2,tinder,0,positive,0.6737655401229858
sih daftar langgar atur aneh,1,tinder,7,neutral,0.5891699194908142
akun ku tidak bisa buka tidak juga nemu jodoh,1,tinder,7,negative,0.9009952545166016
gue hapusmasa main top up,1,tinder,5,neutral,0.9958373308181763
aplikasi tolol verifikasi sulit,1,tinder,7,negative,0.9471240043640137
scammer no wa vc tunjuk konthol centang biru laku seksual liar risih anjey,1,tinder,1,negative,0.9903504252433777
maksud masak akun cekal tidak ngapa kapai aplikasi busuk,1,tinder,7,negative,0.9992069602012634
hapus tinder hp tinder aplikasi brengsek main cekal akun sajapadahal tidak langgar apapunoh curi data ya lu tinder busuk,1,tinder,6,negative,0.9994425177574158
app cowok umur an sales sifat tidak sekolah mulut sampah binatang,1,tinder,4,negative,0.9989965558052063
hapus login verifikasi manusiahelloolo pikir binatang main hpudah pilih gambar menghada atas salah suruh ulangdeveloper tolol,1,tinder,7,negative,0.8143991231918335
device android ku cekal tidak bisa akses apa tantan rugi maksud blokir device android ku tolol kau tantan,1,tinder,7,negative,0.9986432194709778
tidak laku langgar apa akun cekaljadi kasih bintang,1,tinder,7,negative,0.9202527403831482
tidak salah tidak apa tau main blokir,1,tinder,7,positive,0.9252674579620361
ribet masuk vertifikasi,1,tinder,7,neutral,0.9815294146537781
rekomen sih bukti gua ketemu ibu anak anak gue haiishelly,5,tinder,3,neutral,0.9969450831413269
aplikasi akun blokir tidak jelasss,1,tinder,6,negative,0.9989784955978394
suruh bayar bikin ribet apk,1,tinder,7,negative,0.9989847540855408
mohon baik jaring nya,3,tinder,0,positive,0.9843339323997498
tidak bisa masuk,1,tinder,0,negative,0.8157892227172852
terimakasih tinder donwload tinder match selang situ ketemuselang ketemu ajak nikahterus nikah deh eh anjir nikah terimakasih tinder janda,4,tinder,6,neutral,0.9982605576515198
aplikasi tidak jelas hapus,1,tinder,6,negative,0.9724496006965637
tidak jelas blok akun tidak salah,1,tinder,7,positive,0.8731433749198914
klik bayar klik bayar aplikasi jual aplikasi teman,1,tinder,9,neutral,0.9979362487792969
kerja bagus waspada,5,tinder,1,positive,0.9986164569854736
bagus,5,tinder,2,positive,0.9980973601341248
isi orang orang gabut dengan esok dengan akan tidak punya hati sakit perih kau cumbu dengan,5,tinder,6,negative,0.9992484450340271
hati selektif cowok modus main,5,tinder,6,negative,0.9193221926689148
aplikasi ribet bayar payah,1,tinder,9,negative,0.998579740524292
akun tibatiba cekal tidak laku langgar aneh,1,tinder,7,negative,0.9991557598114014
tidak erti pakai apk akun cekal,2,tinder,7,neutral,0.6596417427062988
gue tidak bikin pelanggaranpelanggaran kunci taaaekk,1,tinder,7,positive,0.9720840454101562
aneh buka blok email no hp langsung blok,1,tinder,7,neutral,0.9986696243286133
apk jelek sistem obrol tidak ada kirim pesan bayar obrol,1,tinder,7,negative,0.9994938373565674
tidak ngelanggar cekal sih tidak jelas deh,1,tinder,7,negative,0.9982099533081055
kasih bintang tidak tau cranya gunain apliksinya bingung,3,tinder,3,negative,0.9972487092018127
tiba akun cekal tidak langgar atur apa pakai tinder gold maksud coba,1,tinder,7,neutral,0.9952211976051331
orang mudah cari orang,5,tinder,6,negative,0.9930616021156311
habis verivikasi foto tidak ada chat sh,2,tinder,7,negative,0.8696884512901306
maaf kasih bintang tidak apa akun blokir tidak jelas banget sih,1,tinder,3,negative,0.9955474138259888
bayar mahal tau akun tangguh aplikasi sampah,1,tinder,6,negative,0.9983002543449402
akun tidak bisa masuk sih tinder,1,tinder,7,negative,0.9902912974357605
wlpun tidak ada sesuai ya bikin tidak bete,2,tinder,6,negative,0.9945371747016907
like tidak bisa bayar ya,2,tinder,0,negative,0.9687190651893616
aplikasi tidak guna kalo emnk bayar bilang bi,1,tinder,0,negative,0.9390333890914917
bagus sayang nya langsung bayarnunggu biar paham isi tinder,5,tinder,1,positive,0.9962487816810608
tidak pakai bayar,5,tinder,0,negative,0.9986648559570312
banyak gratis ig tweter,5,tinder,5,positive,0.9971132278442383
cari jodoh kolom komentar langsung inbox gmail,1,tinder,5,neutral,0.9959576725959778
bagus simple,2,tinder,2,positive,0.9986287355422974
buruk banget tinder akun tiba cekal tidak langgar apa tidak laku hal aneh minimal tinjau tidak asal dibanned,1,tinder,7,negative,0.9994016885757446
maaf ya tinder hormat ku tidak laku salah apa akun cekal sehat kah bijak langgar tidak heran guweh maaf guweh edit bintang kesel aplikasi andah tidak jelas smuanya,1,tinder,6,negative,0.9980025887489319
tagih lihat pesan lihat poto telanjur,1,tinder,4,neutral,0.8110542297363281
aplikasi buruk paksa orang langgan,1,tinder,9,negative,0.9994391798973083
kocak nih aplikasi akun gua tibatiba block ahaha gua tidak laku kocak parah,1,tinder,7,negative,0.9994687438011169
kalo gratis biar bilang indonesia merdeka,5,tinder,1,neutral,0.9965858459472656
tidak laku langgar akun cekal aneehhhh,1,tinder,7,negative,0.9991760849952698
serba bayar vitur nya tidak jelas tidak kayak micat virtul nya gratis,1,tinder,9,negative,0.971365213394165
akun fakenya cantik pakai filter bangga,1,tinder,6,positive,0.9161821007728577
hibur silaturahmi,5,tinder,6,positive,0.9986560344696045
terima kasih dasar nya aplikasi tinder moga jodoh baik dunia akherat,5,tinder,5,positive,0.9969964027404785
aplikasi keren recomended pasti,5,tinder,5,positive,0.9992153644561768
halo tinder aplikasi mu busuk kagak buka kocak,1,tinder,9,negative,0.9992638230323792
tidak bisa download kah maintenance,1,tinder,3,negative,0.5430727601051331
akun cekal tinder tidak bisa masukk minggu tidak tau,1,tinder,6,negative,0.9830406308174133
berkat tinder nih gaisss iseng sih eh terus alhamdulillah gue nikah app,5,tinder,6,negative,0.6866880059242249
bilang tidak download tidak orisinal susup robot hacker tidak mau bayar apa,1,tinder,0,negative,0.9987107515335083
habis upgrade tidak bisa,1,tinder,9,negative,0.998263418674469
pakai apk tinder alhamdulillah temu jodoh alhamdulillah langsung nikah terimakasih tinder,5,tinder,6,positive,0.883067786693573
senang tinder,5,tinder,6,negative,0.9176791906356812
waspada scammer app tidak punya kerja tipu wanita ujung ancam uang lapor tni,1,tinder,1,negative,0.9975613355636597
tidak di blok akun,5,tinder,7,neutral,0.8961939215660095
bantu teman,5,tinder,5,negative,0.958180844783783
coba,3,tinder,2,positive,0.9625051617622375
ya akun cekal tolong bantu,1,tinder,7,neutral,0.9983441829681396
bayar nya mudah,5,tinder,9,positive,0.9981380701065063
tinder stuck logo tidak bisa masuk,1,tinder,9,negative,0.9959623217582703
njis tidak bisa masuk,1,tinder,7,negative,0.9979865550994873
ragu cari pasang cari apk tinder apk tekomen cari jodoh,5,tinder,5,neutral,0.9985248446464539
apk bagus pakai top up cari pasang,2,tinder,5,positive,0.996514618396759
vertifikasi akun ikut pose akun kunci tolong kerja ya kak terima kasih,1,tinder,6,neutral,0.9989022016525269
apk hp rusak,1,tinder,7,negative,0.9988126754760742
jodoh susah bgtudh pakai tidak juga,2,tinder,7,negative,0.9992445707321167
akun nya bot tipu nya hati hati kena tipu,1,tinder,6,negative,0.9969992637634277
donlot nih app hp gue banting laki gue malam perang dunia,2,tinder,4,neutral,0.9811720848083496
dih tidak apk tidak guna saran mending tidak usah pakai nih apk,1,tinder,6,negative,0.9724785685539246
tidak ada ngelakui salah nak blokir salah,1,tinder,4,positive,0.7073869705200195
bangkai nih aplikasi chat woyyyy gajelass,1,tinder,1,negative,0.9985941052436829
sungguh kecewa gabung app tinder peras masak tidak fungsi tidak bayar terus kenal aplikasi tidak jelas hapus,1,tinder,6,negative,0.9995846152305603
area,3,tinder,1,positive,0.9970404505729675
akun gue blokir gue salah tidak jelas banget baca nih keluh,1,tinder,7,negative,0.9994377493858337
gue langgan gold akun hilang,1,tinder,0,neutral,0.9989308714866638
kak akun kunci tidak kapai,3,tinder,7,neutral,0.9841725826263428
tolong filter muslim agama mix campur apk tidak guna,1,tinder,6,neutral,0.9537648558616638
aplikasi tidak guna tidak ada satu cewek balas chat,1,tinder,6,negative,0.9126976728439331
aneh ya tiba akun cekal tidak ngapa in,1,tinder,7,negative,0.9979281425476074
aplikasi benar cari pasang tipu,1,tinder,5,negative,0.997967541217804
login tebak gambar ribett,1,tinder,7,negative,0.9986420273780823
tidak bisa masuk tinder,3,tinder,7,negative,0.8926414847373962
suruh verifikasi memang gua robot susah,1,tinder,7,negative,0.999295711517334
sip akun langsung cekal bingung salah,1,tinder,7,neutral,0.5000974535942078
akun tidak menit cekal moga data aman mls banget,1,tinder,3,positive,0.7883214950561523
apk tidak bisa buka mencewakan,1,tinder,7,negative,0.9986922144889832
aplikasi tidak jelas tidak didownload,1,tinder,7,negative,0.9904174208641052
tidak bisa suka,2,tinder,4,negative,0.9972910284996033
aplikasi mahal bayar,2,tinder,6,negative,0.999066174030304
apk top up kasih bintang full,3,tinder,3,positive,0.5821310877799988
akun cekal tidak jahat tipu gambar orang,1,tinder,6,positive,0.9611080884933472
kali akun cekal banned tidak bisa login thx nemenin kecewa,1,tinder,7,negative,0.9968233108520508
lihat suka langgan gold,1,tinder,0,positive,0.9946753978729248
apk tidak jelas,1,tinder,7,negative,0.9992592930793762
atur ribet banget sih enak,1,tinder,8,positive,0.9662086367607117
bosok tidak bisa buka ajg,1,tinder,6,negative,0.991628885269165
gue tidak bisa masuk aplikasi woi,1,tinder,7,negative,0.8949155211448669
bagus cocok,5,tinder,2,positive,0.9874053597450256
tolong minblokir orang nama rozy leceh omong jorok orang sibuk,1,tinder,4,negative,0.9994338154792786
kasih bintang jempol,5,tinder,3,positive,0.9973135590553284
apk tolol banyak atur login susah tidak kayak apk lai,1,tinder,7,negative,0.9973040819168091
login muncul verifasi manusia install hewan setan,1,tinder,7,neutral,0.9843622446060181
loading buka,1,tinder,9,negative,0.9992262125015259
persetan akun gue close gjls tidak laku apa senang teman apk,1,tinder,7,negative,0.9978526830673218
coba coba tidak tau kelemhannya,2,tinder,2,negative,0.9983371496200562
tidak mau diboongi app pikirin cuan doang,1,tinder,8,negative,0.9993160963058472
aplikasi aneh verivikasi nyeleneh,1,tinder,7,negative,0.6874103546142578
aneh bikin malam eh pagi tetiba cekal tidak ngapangapain tidak langgar rules akun suka jual tidak cekal kesini freak main cekal,1,tinder,6,negative,0.9991661310195923
verifikasi tidak robot sush benr ngotak ajg,1,tinder,5,negative,0.9957728981971741
bagus banyak teman,5,tinder,2,positive,0.998674750328064
akun cekal alas,1,tinder,7,neutral,0.989620566368103
bagus nih aplikasi,5,tinder,6,positive,0.9950542449951172
jelek tidak jelas,1,tinder,7,positive,0.9879149198532104
tidak tau akun gue cekal,1,tinder,7,negative,0.9985175728797913
munyukai app,5,tinder,2,negative,0.5564025640487671
hati hati aplikasi dating waspada orang asing profile palsu tipu,2,tinder,6,negative,0.9921454787254333
hasil review guna aplikasi akun tidak bisa percaya rampok duit guna aplikasi beli vitur vip vvip tipu membanned akun guna,1,tinder,6,negative,0.895540714263916
coba,4,tinder,2,positive,0.9625051617622375
gede banget ya simpan,3,tinder,2,positive,0.9875046610832214
woi login tidak bisa hubung server,1,tinder,7,neutral,0.9943411350250244
mantap aplikasi wajib downloud,5,tinder,8,positive,0.9986624717712402
langgar tidak bisa login masuk,1,tinder,7,negative,0.5058330297470093
bantu nal,4,tinder,5,negative,0.4005192518234253
buruk aplikasi,1,tinder,1,negative,0.9989163875579834
manfaat relationship hubung teman,5,tinder,1,positive,0.9981959462165833
apliksi tinder tidak bisa buka,5,tinder,2,negative,0.9266948103904724
dah aplikasi tidak jelas,1,tinder,6,negative,0.999439537525177
akun gue blokir njeng tmennya bilang langgar,1,tinder,7,neutral,0.9900574088096619
pengin rating rendah alas khusus jgv,1,tinder,3,negative,0.9961317777633667
tidak manfaat,1,tinder,0,negative,0.9993189573287964
ketemu jodoh terima kasih tinder,5,tinder,5,positive,0.7788593173027039
mantap teman aplikasi,5,tinder,5,positive,0.9991539716720581
tidak bisa masuk tinder,2,tinder,7,negative,0.8926414847373962
aplikasi orang gila,1,tinder,6,negative,0.9993312358856201
ribet sekarangharus verifikasi manusia bukanlha pikir,1,tinder,0,negative,0.9992142915725708
prabayar gratis tidak harap deh,1,tinder,8,neutral,0.5393960475921631
tidak bisa tinder minggu tidak dapat,1,tinder,6,neutral,0.5819374322891235
aplikasi bayar ribet,1,tinder,9,negative,0.9855951070785522
gue tidak laku salah akun gue bendit,1,tinder,7,negative,0.9777629971504211
kak tinder blokir kak,2,tinder,3,neutral,0.9579629898071289
buruk aplikasi sial,1,tinder,9,negative,0.9989513158798218
pengin rating rendah alas khusus jgv,1,tinder,3,negative,0.9961317777633667
ketemu jodoh terima kasih tinder,5,tinder,5,positive,0.7788593173027039
bikin ulang bilang akun cekal,1,tinder,6,neutral,0.9963420033454895
aplikasi bodok verivikasi bikin susah gue robot tolok pakai verivikasi manusia bodoh,1,tinder,7,negative,0.9985907673835754
tidak manfaat,1,tinder,0,negative,0.9993189573287964
buruk aplikasi,1,tinder,1,negative,0.9989163875579834
coba,4,tinder,2,positive,0.9625051617622375
tidak bisa masuk tinder,2,tinder,7,negative,0.8926414847373962
teman diikur uang teman bayar,1,tinder,9,neutral,0.9869813323020935
aplikasi tololtiba akun ku tidak bisa buka,1,tinder,7,neutral,0.9845291972160339
aplikasi orang gila,1,tinder,6,negative,0.9993312358856201
aplikasi bayar ribet,1,tinder,9,negative,0.9855951070785522
prabayar gratis tidak harap deh,1,tinder,8,neutral,0.5393960475921631
kak tinder blokir kak,2,tinder,3,neutral,0.9579629898071289
buruk aplikasi sial,1,tinder,9,negative,0.9989513158798218
akun cekal tidak laku langgar apa,1,tinder,7,negative,0.9979592561721802
apk bego pakai teka teki salah teh muak lihat nya,1,tinder,6,negative,0.9993316531181335
bayar,1,tinder,0,positive,0.6737655401229858
tidak lupa download,5,tinder,7,neutral,0.956336498260498
sih nebak hewan nya masuk,5,tinder,7,negative,0.997051477432251
akun tidak ada aneh nya cekal,1,tinder,7,positive,0.8491024971008301
kalo tidak niat buak apk tidak usah apk woy,1,tinder,7,negative,0.9974138736724854
bagus bintang,2,tinder,2,positive,0.998842716217041
kurang harga nya,3,tinder,3,negative,0.9905217885971069
tidak bisa login login woy,1,tinder,7,neutral,0.9961099028587341
aplikasi tolosribet sbut gambar,1,tinder,6,negative,0.992599368095398
ya masuk verifikasi manusia kalo monyet tidak boleh main nih apk,1,tinder,7,negative,0.8482094407081604
bagus banget,5,tinder,2,positive,0.998884379863739
mudah cari pasang,5,tinder,5,positive,0.6188901662826538
hancur login maka nomor telepon hp tidak bisa kacau,1,tinder,7,neutral,0.9381985664367676
aplikasi tidak guna,1,tinder,6,negative,0.9915609955787659
bagus cari teman,4,tinder,5,positive,0.894004225730896
suka sih mah apk tuh,5,tinder,7,positive,0.9941284656524658
apk tidak guna tidak bisa buka,1,tinder,7,negative,0.9854192733764648
tinder stuck logo tidak bisa masuk,1,tinder,9,negative,0.9959623217582703
asw download tidak bisa masuk suruh coba asw babi,2,tinder,7,negative,0.823434591293335
aplikasi jelek tidak bisa,1,tinder,6,negative,0.9939905405044556
rame bintang akun cekal,1,tinder,7,neutral,0.9985905289649963
main tinder susah,1,tinder,7,negative,0.998021125793457
moga jodoh,5,tinder,5,positive,0.992602527141571
sistem prabayar,3,tinder,8,neutral,0.9983577132225037
aneh ya,4,tinder,7,negative,0.995818555355072
bagus kasih bintang kalo koin ya tidak mahal,2,tinder,3,positive,0.9209802746772766
aplikasi nih tidak jls banget niat hati mata suami main tidak bisa masuk ggl deh rencana lihat kedok suamiaplikasi payah,1,tinder,6,negative,0.9994470477104187
suka logout,1,tinder,7,positive,0.8588893413543701
update tidak jelas,2,tinder,7,negative,0.9990659356117249
hibur silaturahmi,5,tinder,6,positive,0.9986560344696045
anda gratis bagus,5,tinder,2,positive,0.7519673705101013
buka,4,tinder,9,positive,0.7464128732681274
mantap kali pacar,5,tinder,8,positive,0.9986082911491394
goodtp susah balas chat orang suka,3,tinder,0,negative,0.9962402582168579
langgan,2,tinder,9,positive,0.9955784678459167
tidak download apk tidak jelas,1,tinder,7,negative,0.998528003692627
tolol vertifikasi tidak masuk akal,1,tinder,7,negative,0.9980583786964417
mudah,5,tinder,0,positive,0.9982861876487732
tidak bisa bukaaaa loading melulu,1,tinder,1,negative,0.9985727071762085
daftar akun cekal aneh bikin akun jembut app tidak downlod aplikasi tinder omy app tipu uang habis cekal,1,tinder,6,negative,0.9978233575820923
akun cekal tidak laku langgar apa,1,tinder,7,negative,0.9979592561721802
bayar bulan eh minggu tinderku normal,1,tinder,9,positive,0.587331235408783
langgan,2,tinder,9,positive,0.9955784678459167
tidak ada match cewek nya pilih ganteng ya ku swipe kanan,1,tinder,0,negative,0.992385745048523
kurang harga nya,3,tinder,3,negative,0.9905217885971069
buka beli paket buka profil orang suka beli paket like foto orang beli paket lagiparaaaaahuninstalllll,1,tinder,9,negative,0.6069072484970093
akun fake tidak di verifikasi verifikasi,1,tinder,7,neutral,0.986729085445404
suka sih mah apk tuh,5,tinder,7,positive,0.9941284656524658
kalo tidak bayar,5,tinder,9,negative,0.9690993428230286
apk kayak tidak dowload kasihan paket lo buang tidak guna anjing,4,tinder,7,negative,0.9993746876716614
akun cekal,1,tinder,7,negative,0.9949358701705933
akun hilang,1,tinder,7,neutral,0.6038351058959961
bikin ulang bilang akun cekal,1,tinder,6,neutral,0.9963420033454895
bagus kasih bintang kalo koin ya tidak mahal,2,tinder,3,positive,0.9209802746772766
bantu cari teman,5,tinder,5,negative,0.9981817007064819
goodtp susah balas chat orang suka,3,tinder,0,negative,0.9962402582168579
kali ketemu tipu duit pliss ya tinder sharing orang orang kotor tidak di approved kayak kudu verifikasi lengkap biar perempuan lindung,1,tinder,4,negative,0.9982879757881165
aplikasi tidak jelas masuk masak kirim kode verifikasi tidak masuk masuk,1,tinder,7,negative,0.9165438413619995
nikah aplikasi selingkuh kalo lo download aplikasi brati lo niat cari cemceman,5,tinder,6,negative,0.9994683861732483
tidak jelas tidak bisa login,1,tinder,7,negative,0.9069950580596924
tidak jelas tiba dibanned tidak ngapa kapai,1,tinder,7,negative,0.9992559552192688
mudah cari pasang,5,tinder,5,positive,0.6188901662826538
aplikasi berbayarhmmm,3,tinder,6,negative,0.6721963882446289
kalo jodoh bintang full b,3,tinder,5,neutral,0.5515234470367432
eror update aplikasi,1,tinder,1,neutral,0.9961663484573364
tidak bisa login login woy,1,tinder,7,neutral,0.9961099028587341
buka apk suruh bayar lihat ug suka hahahaa lucu apk tidak jelas,1,tinder,7,negative,0.9963961243629456
apk nya tidak bisa buka coba tolong,1,tinder,7,negative,0.8835875391960144
apk bego pakai teka teki salah teh muak lihat nya,1,tinder,6,negative,0.9993316531181335
bagus banget,5,tinder,2,positive,0.998884379863739
bingung complain ulas wakil kecewa aplikasi,1,tinder,6,negative,0.9994463324546814
bayar,1,tinder,0,positive,0.6737655401229858
lumayan bugg,3,tinder,6,positive,0.9978373646736145
anjay offline jam cekal nya,1,tinder,6,neutral,0.9906386137008667
terima kasih tinder berkat apk cewek super cantik,5,tinder,4,positive,0.9972673654556274
apk bagus,5,tinder,2,positive,0.9986472725868225
bagus tarik,5,tinder,2,positive,0.999026894569397
keren sekaliaku suka banget,5,tinder,8,positive,0.9991171956062317
nih aplikasi masuk pakai akun cekal tidak guna nih aplikasi,1,tinder,6,negative,0.8041786551475525
tidak langgar kunci langgar tentu,1,tinder,6,neutral,0.9616098403930664
aplikasi sosial hubung serba bayar,1,tinder,6,positive,0.9121858477592468
aplikasi tololtiba akun ku tidak bisa buka,1,tinder,7,neutral,0.9845291972160339
tolong tingkat aplikasi tinder nya,2,tinder,6,neutral,0.9797313809394836
bagus cari teman,4,tinder,5,positive,0.894004225730896
aplikasi tolosribet sbut gambar,1,tinder,6,negative,0.992599368095398
lumayan pahal,5,tinder,6,positive,0.9978394508361816
gabungselama aplikasi oke,3,tinder,8,positive,0.9948424696922302
guna,5,tinder,6,positive,0.9752718806266785
like dislike tidak bisa chatingan,1,tinder,6,negative,0.9982472658157349
lumayan pahal,5,tinder,6,positive,0.9978394508361816
jodoh hehe,5,tinder,5,negative,0.9970623850822449
aplikasi tidak jelas kirim email tidak balas,1,tinder,7,negative,0.9987037181854248
bagus kalo ya bayar,4,tinder,2,positive,0.7019439339637756
nice gerat,5,tinder,8,positive,0.6798374652862549
tulis jual jasa topupnya wajibin,1,tinder,6,positive,0.9737764596939087
muas pakai uang,3,tinder,9,neutral,0.9737250208854675
bagus bayar,5,tinder,2,positive,0.9973686933517456
aplikasi tolol daftar cekal hapus,1,tinder,7,neutral,0.9847360253334045
mudahmudahan tinder ajang cari jodoh tidak kenal cowok ajak ml salah kaprah,4,tinder,5,negative,0.9943196773529053
tidak bisa hapus akun hadehhhh,1,tinder,7,negative,0.9978926777839661
tolong tinder bantu akun kesuliatan log tinder,2,tinder,7,neutral,0.9988141059875488
apk nih sbln tidak dapat teman cewek cari pacar sulit mending michat dah,1,tinder,8,negative,0.999039351940155
kagak buka pas donwload ngestak,1,tinder,6,negative,0.9096977710723877
pea aplikasi logout,1,tinder,9,neutral,0.9522550702095032
tambah teman munafik goodlooking,5,tinder,3,negative,0.9990139007568359
tigabdulu ya bagus balas ku bintang,3,tinder,7,positive,0.9843316078186035
aplikasi nih tidak jls banget niat hati mata suami main tidak bisa masuk ggl deh rencana lihat kedok suamiaplikasi payah,1,tinder,6,negative,0.9994470477104187
bagus jodoh,5,tinder,2,positive,0.9991058707237244
akun fake orang niat tidak baik,3,tinder,6,negative,0.9991389513015747
sumpah tinder kesal banget kali login pakai nomor cekal akun nya tidak jelas banget sumpah jijik,1,tinder,7,negative,0.9995877146720886
aplikasi tinder worth pasang,5,tinder,5,negative,0.9300734996795654
pokok tinder up baik gratis,5,tinder,8,positive,0.9156510233879089
aplikasi bagus,5,tinder,2,positive,0.9765526652336121
tolong tinder bantu akun kesuliatan log tinder,2,tinder,7,neutral,0.9988141059875488
tidak bisa masuk mentok logo,1,tinder,7,negative,0.5198204517364502
tigabdulu ya bagus balas ku bintang,3,tinder,7,positive,0.9843316078186035
gratis bulan,5,tinder,8,positive,0.9954782128334045
mampus kena uu ite nyalah gunain foto orang begitu idiiot orang asli tidak tau aku pecicilan kayak khontol,1,tinder,6,negative,0.9994780421257019
main besok blok akun,1,tinder,7,neutral,0.9986664056777954
cocok guna,5,tinder,6,positive,0.9922692775726318
tidak bisa buka kalo tidak beli paket golf,1,tinder,9,neutral,0.773295521736145
hhh - lelucon klub cari teman bayar maaf otak tinggal pikir,1,tinder,6,negative,0.9954160451889038
tidak tau chat nya pakai koin gerat,3,tinder,9,negative,0.9985173344612122
app tidak guna bayar tdkbs chat,2,tinder,9,negative,0.9497707486152649
app keren,5,tinder,8,positive,0.9982359409332275
langgan sihapknya,3,tinder,0,positive,0.8316457867622375
percobaankalau bagus,3,tinder,2,positive,0.9970191717147827
username ubah,3,tinder,8,neutral,0.9980541467666626
tidak apa suruh beli beli jelek,1,tinder,9,negative,0.998429000377655
aplikasi bagong cerita buka tinder hapus akun tau akun gue cekal gue pnjahat eh gue hapus akun cok balikjn akun gue susah lu,1,tinder,7,negative,0.9991909861564636
bayar uninstall,1,tinder,9,negative,0.9932337403297424
kirim pesan nya bayar,3,tinder,4,positive,0.9425831437110901
coba bintng,3,tinder,2,negative,0.6967394351959229
terima kasih tinder temu tulus sayang cinta,5,tinder,4,positive,0.9969876408576965
ok biaya jagan mahal,5,tinder,1,negative,0.9986575841903687
