content,score,at,app,postag,afterpos,0,1,2,3,4,5,6,7,8,topic_id,topic_txt,x1,y1,x10,y10,x25,y25,x100,y100,label,value
gambar dinosaurus mulu bingung tidak masuk masuk hubung mulu,1,2023-06-27 20:56:01,tinder,"[('Ġgambar', 'B-NNO'), ('Ġdinosaurus', 'B-NNP'), ('Ġmulu', 'B-NNP'), ('Ġbingung', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġmasuk', 'B-VBI'), ('Ġmasuk', 'B-NNP'), ('Ġhubung', 'B-NNP'), ('Ġmulu', 'B-NNP')]", gambar masuk,0.0794135481119155,0.0548971816897392,0.0438661314547061,0.6968385577201843,0.0313313007354736,0.0274147968739271,0.0243686903268098,0.0219318196177482,0.0199380163103342,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,-31.02356,1.4037714,-25.352795,14.617292,-20.00263,52.006927,-26.384901,20.710701,negative,0.9989271759986876
harap gratis tidak usah download wajib bayar,1,2023-07-10 06:33:21,tinder,"[('Ġharap', 'B-NNO'), ('Ġgratis', 'B-ADJ'), ('Ġtidak', 'B-NEG'), ('Ġusah', 'B-PPO'), ('Ġdownload', 'B-NNO'), ('Ġwajib', 'B-ADJ'), ('Ġbayar', 'B-VBI')]", harap download bayar,0.8047635555267334,0.0411662645637989,0.0329085625708103,0.0274175554513931,0.0235015898942947,0.020561795681715,0.0182773116976022,0.0164493843913078,0.0149539830163121,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-52.210274,6.0856485,80.528694,20.606457,60.250317,7.89615,19.048933,-37.392372,neutral,0.9943103790283204
payah tidak bisa buka aplikasi stuck logo tinder buka leewat web login dll tolong benah,1,2023-02-01 11:40:06,tinder,"[('Ġpayah', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġbuka', 'B-VBI'), ('Ġaplikasi', 'B-NNO'), ('Ġstu', 'B-NNP'), ('ck', 'B-NNO'), ('Ġlogo', 'B-NNO'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġbuka', 'B-VBI'), ('Ġle', 'B-NNP'), ('ewat', 'B-NNP'), ('Ġweb', 'B-NNP'), ('Ġlogin', 'B-NNP'), ('Ġdll', 'B-SYM'), ('Ġtolong', 'B-NNO'), ('Ġben', 'B-NNO'), ('ah', 'B-NNO')]", payah buka aplikasick logo buka tolong benah,0.3647786676883697,0.0206579938530921,0.0164755228906869,0.3320334851741791,0.2309266477823257,0.0102829094976186,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,31.608873,33.790844,-2.9451816,19.759014,-8.392103,48.211132,-22.802526,17.601091,neutral,0.862185001373291
verifikasi akun foto wajah proses stuck tidak ada tombol lanjut,1,2023-07-04 12:20:59,tinder,"[('Ġverifikasi', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġfoto', 'B-NNO'), ('Ġwajah', 'B-NNO'), ('Ġproses', 'B-NNO'), ('Ġstu', 'B-NNP'), ('ck', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġtombol', 'B-NNO'), ('Ġlanjut', 'B-NNO')]", verifikasi akun foto wajah prosesck tombol lanjut,0.0275294817984104,0.021101240068674,0.0164608508348464,0.0137110063806176,0.1473164558410644,0.0102817770093679,0.0,0.0,0.7462345361709595,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,-46.666637,-142.46461,-23.61273,-6.3202167,-3.3796496,-3.7708855,-11.456187,15.134036,negative,0.940173864364624
tidak bisa masuk ruang apk nya kali download data seluler pakai wifi tidak bisa guna kecewa,1,2023-01-12 17:37:32,tinder,"[('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġmasuk', 'B-VBI'), ('Ġruang', 'B-NNO'), ('Ġapk', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġkali', 'B-NNO'), ('Ġdownload', 'B-NNO'), ('Ġdata', 'B-NNO'), ('Ġseluler', 'B-NNO'), ('Ġpakai', 'B-VBI'), ('Ġwifi', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġguna', 'B-PPO'), ('Ġkecewa', 'B-NNO')]", masuk ruang apk kali download data seluler pakai kecewa,0.6961634159088135,0.242193192243576,0.0131703736260533,0.0109705878421664,0.0,0.0,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,34.11255,-31.572851,34.435898,59.344807,-0.20648074,-22.193438,-10.408234,-14.803655,negative,0.9950705766677856
aplikasi verifikasi tidak robot masuk cekal hahaha buang kuota,1,2023-08-22 12:47:20,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġverifikasi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġrobot', 'B-NNO'), ('Ġmasuk', 'B-VBI'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġhahaha', 'B-NNP'), ('Ġbuang', 'B-VBI'), ('Ġkuota', 'B-NNO')]", aplikasi verifikasi robot masuk buang kuota,0.3749184310436249,0.0235215909779071,0.0188118275254964,0.5291804075241089,0.0134288091212511,0.011749755591154,0.0104441903531551,0.0,0.0,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,77.09972,15.446884,-13.236546,12.711827,-11.227621,50.207607,-24.04129,17.816973,negative,0.996773898601532
apk tidak akan guna tidak ada komunikasi,5,2023-08-08 03:25:37,tinder,"[('Ġapk', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġakan', 'B-ADK'), ('Ġguna', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġkomunikasi', 'B-NNO')]", guna komunikasi,0.0759019255638122,0.7186751365661621,0.0438761413097381,0.0365568622946739,0.0313328020274639,0.0274161454290151,0.0243696067482233,0.0219326317310333,0.0199387539178133,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,-15.432592,40.35855,-59.7745,30.064342,-47.93273,-16.239084,-24.349426,-16.82586,negative,0.9903131723403932
apk jelak topup chtannasuuuu,1,2023-06-26 18:28:56,tinder,"[('Ġapk', 'B-NNP'), ('Ġjel', 'B-NNP'), ('ak', 'B-NNP'), ('Ġtop', 'B-NNP'), ('up', 'B-NNO'), ('Ġch', 'B-NNP'), ('tan', 'B-NNP'), ('nas', 'B-NNP'), ('uu', 'B-NNP'), ('uu', 'B-NNP')]",up,0.1098274365067482,0.0823109671473503,0.5655407309532166,0.054835844784975,0.0469991900026798,0.0411240197718143,0.0365545526146888,0.0328990668058395,0.0299082361161708,2,tambah; iklan; maya; tanggal; min; masak; potong; ku; bug; atas,-89.5073,-2.534694,11.855508,-60.7581,8.786416,-46.18595,-5.4499497,-31.06755,negative,0.9752154350280762
tidak jelas banget sumpah apk nya daftar eh jam akun cekal coba tolong balikin akun,1,2023-03-30 11:12:20,tinder,"[('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-NNO'), ('Ġbanget', 'B-ADV'), ('Ġsumpah', 'B-NNO'), ('Ġapk', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġdaftar', 'B-NNO'), ('Ġeh', 'B-ADV'), ('Ġjam', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġcoba', 'B-VBI'), ('Ġtolong', 'B-NNP'), ('Ġbalik', 'B-NNP'), ('in', 'B-NNO'), ('Ġakun', 'B-NNO')]", jelas sumpah apk daftar jam akun cobain akun,0.4493819773197174,0.0183578990399837,0.0146302757784724,0.0121907908469438,0.4742180109024048,0.0,0.0,0.0,0.0,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,-8.850602,20.689543,21.421995,3.667518,3.49573,23.150787,-1.6624624,23.578371,negative,0.9990153312683104
aplikasi sampah gue daftar akun tulis akun cekal mulu akun langsung blokir kesalahangw coba aplikasi bete bgtmending gue pakai tantan aplikasi dating,1,2023-05-02 16:03:18,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġsampah', 'B-NNO'), ('Ġgue', 'B-NNP'), ('Ġdaftar', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġtulis', 'B-VBI'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġmulu', 'B-NNP'), ('Ġakun', 'B-NNO'), ('Ġlangsung', 'B-NNP'), ('Ġblokir', 'B-NNP'), ('Ġkesalah', 'B-NNP'), ('ang', 'B-NNP'), ('w', 'B-NNP'), ('Ġcoba', 'B-NNP'), ('Ġaplikasi', 'B-NNO'), ('Ġbete', 'B-NNP'), ('Ġbgt', 'B-NNP'), ('m', 'B-NNP'), ('ending', 'B-NNP'), ('Ġgue', 'B-NNP'), ('Ġpakai', 'B-NNP'), ('Ġt', 'B-NNP'), ('antan', 'B-NNP'), ('Ġaplikasi', 'B-NNO'), ('Ġdating', 'B-NNP')]", aplikasi sampah daftar akun tulis akun akun aplikasi aplikasi,0.5921626091003418,0.0165102425962686,0.0131629314273595,0.0109664984047412,0.3391013741493225,0.0,0.0,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,3.5345418,86.0542,17.92459,-8.014337,11.915209,19.170593,-0.24426924,21.429735,negative,0.999340832233429
apk tidak bisa pakai,2,2023-11-04 04:28:23,tinder,"[('Ġapk', 'B-NNO'), ('Ġtidak', 'B-ADV'), ('Ġbisa', 'B-ADV'), ('Ġpakai', 'B-VBI')]", apk pakai,0.7397415637969971,0.054843608289957,0.0438652448356151,0.0365638136863708,0.0313327498733997,0.0274146907031536,0.024368604645133,0.0219317395240068,0.0199379455298185,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-73.35701,25.530869,26.302422,-41.88749,45.40162,28.651634,24.417315,-13.215325,negative,0.9910945892333984
aplikasi sampah akun ban permanen langgan paket gold tidak usah pakai apk,1,2023-09-05 09:41:53,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġsampah', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġban', 'B-NNO'), ('Ġpermanen', 'B-ADJ'), ('Ġl', 'B-NNP'), ('anggan', 'B-NNP'), ('Ġpaket', 'B-NNO'), ('Ġgold', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġusah', 'B-NNP'), ('Ġpakai', 'B-VBI'), ('Ġapk', 'B-NNP')]", aplikasi sampah akun ban paket pakai,0.4661713242530823,0.0235484391450881,0.018802635371685,0.0156690347939729,0.289385050535202,0.1580348312854766,0.0104440199211239,0.0,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-56.405655,-11.038211,7.3758388,-4.025628,11.120391,24.636597,-1.8269885,21.138557,neutral,0.998792290687561
match nya tidak muncul chat match notifikasi pesan error kah,1,2023-09-18 22:05:23,tinder,"[('Ġmatch', 'B-NNP'), ('Ġnya', 'B-ART'), ('Ġtidak', 'B-NEG'), ('Ġmuncul', 'B-NNO'), ('Ġchat', 'B-NNP'), ('Ġmatch', 'B-NNP'), ('Ġnotifikasi', 'B-NNO'), ('Ġpesan', 'B-NNO'), ('Ġerror', 'B-NNP'), ('Ġkah', 'B-NNP')]", muncul notifikasi pesan,0.0559114031493663,0.7900046706199646,0.0329161919653415,0.027420625090599,0.0235009845346212,0.0205629728734493,0.0182780809700489,0.0164502896368503,0.0149547643959522,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,-1.3400184,-60.629883,-87.475494,-22.677195,-44.49402,-30.24103,-25.373886,-19.009417,negative,0.9779309034347534
aplikasi teman keren kenal teman bahan dunia,5,2023-10-02 12:41:23,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġteman', 'B-NNO'), ('Ġkeren', 'B-ADJ'), ('Ġkenal', 'B-NNP'), ('Ġteman', 'B-NNO'), ('Ġbahan', 'B-NNO'), ('Ġdunia', 'B-NNO')]", aplikasi teman teman bahan dunia,0.8697963356971741,0.0274697244167327,0.021950326859951,0.0182823594659566,0.0156681314110755,0.0137093914672732,0.0121860271319746,0.0109673971310257,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-12.731144,70.02146,-1.975585,-82.99225,-2.0999002,-74.20827,26.162401,-48.332333,positive,0.99553644657135
henti langgan sepi tinder ambil uang shoppeepay rugi hapus akun tinder tagih shopepay,1,2023-10-10 23:07:44,tinder,"[('Ġhenti', 'B-NNO'), ('Ġl', 'B-NNP'), ('anggan', 'B-NNP'), ('Ġsepi', 'B-NNP'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġambil', 'B-NNP'), ('Ġuang', 'B-NNO'), ('Ġshop', 'B-NNP'), ('pe', 'B-NNP'), ('ep', 'B-NNP'), ('ay', 'B-NNP'), ('Ġrugi', 'B-NNO'), ('Ġhapus', 'B-NNP'), ('Ġakun', 'B-NNO'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġtag', 'B-NNP'), ('ih', 'B-NNO'), ('Ġshop', 'B-NNP'), ('ep', 'B-NNP'), ('ay', 'B-NNP')]", henti uang rugi akunih,0.044992558658123,0.6802524328231812,0.1777970343828201,0.0219454616308212,0.0188048556447029,0.0164536852389574,0.014625247567892,0.0131626697257161,0.011966049671173,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,2.7640295,6.249195,-59.39028,28.50282,-47.031425,-15.531298,-24.3519,-15.766955,negative,0.9784823060035706
sempit mode gratis kalo premium mahal,3,2023-09-10 06:56:29,tinder,"[('Ġsempit', 'B-ADJ'), ('Ġmode', 'B-NNO'), ('Ġgratis', 'B-ADJ'), ('Ġkalo', 'B-CSN'), ('Ġpremium', 'B-NNO'), ('Ġmahal', 'B-ADJ')]", mode premium,0.7393869161605835,0.055078200995922,0.0439516082406044,0.0365704149007797,0.0313401892781257,0.0274210162460804,0.0243735816329717,0.0219361502677202,0.0199419371783733,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,71.3034,-43.842743,-28.408987,41.03182,36.716797,47.776157,18.949175,-17.474236,negative,0.9977923631668092
aplikasi cekal tidak bisa login tidak buat senonoh negatif tidak logis,1,2023-10-18 18:17:57,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġlogin', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġbuat', 'B-PPO'), ('Ġsenonoh', 'B-NNO'), ('Ġnegatif', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġlogis', 'B-NNO')]", aplikasial login senonoh negatif logis,0.0368369184434413,0.2205792814493179,0.0219552312046289,0.0182892829179763,0.0156694892793893,0.0137099539861083,0.0121864937245845,0.6508026123046875,0.0,7,jarak; masalah; muncul; istri; anak; cari; rumah; mutu; jalan; tangga,-13.216236,17.866219,53.867622,0.20829655,15.257944,-11.424312,-7.2704496,-6.4846478,negative,0.987776517868042
aplikasi bodoh bikin bodoh masak verifikasi nya gambar kucing kepala hadap atas,1,2023-10-12 23:59:41,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġbodoh', 'B-NNP'), ('Ġbikin', 'B-VBT'), ('Ġbodoh', 'B-NNO'), ('Ġmasak', 'B-NNO'), ('Ġverifikasi', 'B-NNO'), ('Ġnya', 'B-ART'), ('Ġgambar', 'B-NNO'), ('Ġkucing', 'B-NNO'), ('Ġkepala', 'B-NNO'), ('Ġhad', 'B-NNO'), ('ap', 'B-NNO'), ('Ġatas', 'B-NNO')]", aplikasi bikin bodoh masak verifikasi gambar kucing kepala hadap atas,0.1805437803268432,0.0149806682020425,0.2849594950675964,0.4854224026203155,0.0,0.0,0.0,0.0,0.0,3,gue; pakai; gambar; logo; hp; masuk; nomor; koin; kritik; login,-7.928232,-62.908543,-8.596234,-25.657293,-16.309507,38.26838,-24.469456,19.793896,negative,0.9991336464881896
aplikasi tidak jelas langgan langsung tidak bisa login,1,2023-09-19 23:19:58,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-ADJ'), ('Ġl', 'B-NNP'), ('anggan', 'B-NNO'), ('Ġlangsung', 'B-ADV'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġlogin', 'B-NNO')]", aplikasianggan login,0.073836475610733,0.720577597618103,0.0439639538526535,0.0365895815193653,0.0313445217907428,0.0274252649396657,0.0243780147284269,0.021939568221569,0.019945029169321,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,-47.24662,68.08887,-55.243465,31.963823,-49.905945,-14.963523,-24.659267,-16.796442,negative,0.9915093183517456
akun cekal gaberes aplikasi mending tidak ada download aplikasi korban isi data pribadi akun cekal alas,1,2023-10-10 18:24:45,tinder,"[('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġga', 'B-NNP'), ('ber', 'B-NNP'), ('es', 'B-NNP'), ('Ġaplikasi', 'B-NNO'), ('Ġmending', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġdownload', 'B-NNP'), ('Ġaplikasi', 'B-NNO'), ('Ġkorban', 'B-NNO'), ('Ġisi', 'B-NNO'), ('Ġdata', 'B-NNO'), ('Ġpribadi', 'B-NNO'), ('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNP'), ('Ġalas', 'B-NNO')]", akun aplikasi mending aplikasi korban isi data pribadi akun alas,0.2788479030132293,0.4190145432949066,0.0119687775149941,0.0,0.2546537518501282,0.0,0.0,0.0,0.0,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,70.39289,72.440895,8.824819,14.4354925,-21.687613,4.5977077,-16.466526,-11.249412,neutral,0.9801871180534364
masuk nya ribet,1,2023-10-04 17:10:49,tinder,"[('Ġmasuk', 'B-VBI'), ('Ġnya', 'B-PRK'), ('Ġribet', 'B-NNO')]", masuk ribet,0.7393172383308411,0.0552135184407234,0.0438791960477829,0.0366009399294853,0.0313325822353363,0.0274157878011465,0.0243695192039012,0.0219325553625822,0.0199386794120073,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,-68.5626,-26.501839,-25.552753,40.99035,35.459156,48.88639,18.384035,-17.291296,negative,0.9953860640525818
tidak jelas login eh tiba pas buka apk nya tidak bisa langgar tidak ngapa in anjay,1,2023-06-07 23:44:08,tinder,"[('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-ADJ'), ('Ġlogin', 'B-VBI'), ('Ġeh', 'B-NNP'), ('Ġtiba', 'B-VBI'), ('Ġpas', 'B-NNO'), ('Ġbuka', 'B-VBI'), ('Ġapk', 'B-NNO'), ('Ġnya', 'B-PRK'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV'), ('Ġl', 'B-NNP'), ('anggar', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġng', 'B-NNP'), ('apa', 'B-NNO'), ('Ġin', 'B-NNP'), ('Ġan', 'B-NNP'), ('jay', 'B-NNP')]", login tiba pas buka apkanggarapa,0.2076854556798935,0.6895888447761536,0.0219452530145645,0.0182817224413156,0.0156678520143032,0.0137086790055036,0.0121854143217206,0.0109668541699647,0.0,1,akun; orang; hapus; cewek; login; kenal; pesan; ketemu; uang; cocok,48.11017,39.97419,-13.671973,30.953882,-26.920544,-24.068495,-19.98874,-15.780183,negative,0.98928701877594
verifikasi sulit snjing,1,2023-07-08 21:54:38,tinder,"[('Ġverifikasi', 'B-NNO'), ('Ġsulit', 'B-ADJ'), ('Ġsn', 'B-NNP'), ('jing', 'B-NNP')]", verifikasi,0.1101449206471443,0.0822490155696868,0.0657961815595626,0.0548331253230571,0.0469965226948261,0.0411218591034412,0.0365527607500553,0.0328974798321723,0.5294080972671509,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,42.220043,34.71641,-35.261482,2.7766159,-9.034963,-0.50556165,-10.094287,14.66146,negative,0.99835205078125
sih login kemarin suruh log out blokir akunnyapadahal tidak kirim negatifawalnya verified tidak verified verifikasi akun tiga kali blokirfirst time gua main tinder gua sesal download,1,2023-04-17 18:51:20,tinder,"[('Ġsih', 'B-NNP'), ('Ġlogin', 'B-NNP'), ('Ġkemarin', 'B-NNP'), ('Ġsuruh', 'B-NNP'), ('Ġlog', 'B-NNP'), ('Ġout', 'B-NNP'), ('Ġblokir', 'B-NNP'), ('Ġakunnya', 'B-NNP'), ('padahal', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġkirim', 'B-NNP'), ('Ġnegatif', 'B-NNP'), ('awalnya', 'B-NNP'), ('Ġveri', 'B-NNP'), ('fied', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġveri', 'B-NNP'), ('fied', 'B-NNP'), ('Ġverifikasi', 'B-NNP'), ('Ġakun', 'B-NNO'), ('Ġtiga', 'B-NUM'), ('Ġkali', 'B-NNO'), ('Ġblokir', 'B-NNP'), ('fir', 'B-NNP'), ('st', 'B-NNP'), ('Ġtime', 'B-NNP'), ('Ġgua', 'B-NNP'), ('Ġmain', 'B-NNP'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġgua', 'B-NNP'), ('Ġses', 'B-NNP'), ('al', 'B-NNP'), ('Ġdownload', 'B-NNP')]", akun kali,0.0736994445323944,0.0549360550940036,0.0438646115362644,0.0365530438721179,0.6972941160202026,0.0274146180599927,0.0243685450404882,0.0219316873699426,0.0199378971010446,4,akun; blokir; akunal; laku; kali; tinder; bikin; main; cekal; salah,-68.32975,11.747422,13.924254,37.48857,-29.025373,24.95969,-6.134698,32.0103,negative,0.92460036277771
segitu nantj tambah kalo tidak harus bayar mahal tidak sama kayak apk belah free i really sorry but its real,3,2023-01-18 06:22:43,tinder,"[('Ġsegitu', 'B-NNO'), ('Ġn', 'B-NNP'), ('ant', 'B-NNP'), ('j', 'B-NNP'), ('Ġtambah', 'B-NNO'), ('Ġkalo', 'B-CSN'), ('Ġtidak', 'B-NEG'), ('Ġharus', 'B-ADV'), ('Ġbayar', 'B-VBI'), ('Ġmahal', 'B-ADJ'), ('Ġtidak', 'B-NEG'), ('Ġsama', 'B-ADJ'), ('Ġkayak', 'B-PPO'), ('Ġapk', 'B-NNP'), ('Ġbelah', 'B-NNO'), ('Ġfree', 'B-NNO'), ('Ġi', 'B-NNP'), ('Ġreally', 'B-NNP'), ('Ġsor', 'B-NNP'), ('ry', 'B-NNP'), ('Ġbut', 'B-NNP'), ('Ġits', 'B-NNP'), ('Ġreal', 'B-NNP')]", segitu tambah bayar belah free,0.2186424285173416,0.0275194384157657,0.6730503439903259,0.0182837881147861,0.0156688652932643,0.0137099744752049,0.0121865374967455,0.0109678264707326,0.0,2,tambah; iklan; maya; tanggal; min; masak; potong; ku; bug; atas,-28.519075,77.071106,-33.26362,-28.692774,16.668217,-39.771873,-2.1811886,-31.07047,negative,0.9956374764442444
aplikasi tidak jelas main cekal tidak pernah pakai buka tidak bisa,1,2023-06-14 20:44:37,tinder,"[('Ġaplikasi', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġjelas', 'B-NNO'), ('Ġmain', 'B-VBI'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġpernah', 'B-ADV'), ('Ġpakai', 'B-VBI'), ('Ġbuka', 'B-VBI'), ('Ġtidak', 'B-NEG'), ('Ġbisa', 'B-ADV')]", aplikasi jelas mainal pakai buka,0.8698427081108093,0.0274383518844842,0.0219396036118268,0.0182832349091768,0.0156669225543737,0.0137083167210221,0.0121849467977881,0.0109664434567093,0.0,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,31.98665,-43.627857,-2.0923567,-84.23029,-1.5715036,-74.24069,26.164429,-48.3369,negative,0.9977335929870604
internet gue lancar semuadi tes apk sono buka tinder lelet banget kayak tidak ada kuota pakai wifi tolong beneri lelet lot lag ping,2,2023-09-03 03:14:23,tinder,"[('Ġinternet', 'B-NNO'), ('Ġgue', 'B-NNP'), ('Ġlancar', 'B-ADJ'), ('Ġsemu', 'B-NNP'), ('adi', 'B-NNP'), ('Ġtes', 'B-NNP'), ('Ġapk', 'B-NNP'), ('Ġs', 'B-NNP'), ('ono', 'B-NNP'), ('Ġbuka', 'B-VBI'), ('Ġtind', 'B-NNP'), ('er', 'B-NNP'), ('Ġlelet', 'B-NNP'), ('Ġbanget', 'B-ADV'), ('Ġkayak', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġada', 'B-VBE'), ('Ġkuota', 'B-NNO'), ('Ġpakai', 'B-VBI'), ('Ġwifi', 'B-NNP'), ('Ġtolong', 'B-NNP'), ('Ġben', 'B-NNP'), ('eri', 'B-NNP'), ('Ġlelet', 'B-NNP'), ('Ġlot', 'B-NNP'), ('Ġlag', 'B-NNP'), ('Ġping', 'B-NNP')]", internet buka kuota pakai,0.5713576674461365,0.0329400151968002,0.0263321120291948,0.2943731844425201,0.0188005026429891,0.0164502989500761,0.0146223669871687,0.0131601132452487,0.0119637353345751,0,aplikasi; bayar; coba; masuk; kasih; buka; batas; pakai; teman; jodoh,84.06446,-11.397207,-2.9163795,6.0386987,-5.340648,48.82562,-22.631193,16.212753,negative,0.979053556919098
akun cekal tidak kabar burung belaka pakai jam tidak diapaapain moga data guna tidak bocor weh ya,2,2023-04-16 04:14:23,tinder,"[('Ġakun', 'B-NNO'), ('Ġcek', 'B-NNP'), ('al', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġkabar', 'B-NNO'), ('Ġburung', 'B-NNO'), ('Ġbelaka', 'B-ADV'), ('Ġpakai', 'B-VBI'), ('Ġjam', 'B-NNO'), ('Ġtidak', 'B-NEG'), ('Ġdi', 'B-NNP'), ('apa', 'B-NNP'), ('apain', 'B-NNP'), ('Ġmoga', 'B-NNP'), ('Ġdata', 'B-NNO'), ('Ġguna', 'B-NNP'), ('Ġtidak', 'B-NEG'), ('Ġbocor', 'B-NNO'), ('Ġw', 'B-NNP'), ('eh', 'B-NNP'), ('Ġya', 'B-PAR')]", akunal kabar burung pakai jam data bocor,0.1602013409137725,0.1499745994806289,0.0164696183055639,0.0137193715199828,0.2789356708526611,0.0102828834205865,0.0,0.0,0.3530500829219818,8,verifikasi; foto; manusia; wajah; profil; kunci; palsu; gagal; asli; filter,-87.92676,22.701157,-13.000633,-2.6719975,-3.7534852,6.410922,-8.391259,17.702126,negative,0.9950333833694458
