content,dominant_topic,label,score,at,app,topic_percentage,value
suka halaman bagus,0,positive,5,2018-11-10 00:08:47,tinder,0.6,0.998
minus tidak bisa kirim gambar,1,negative,4,2022-03-24 07:31:12,tinder,0.599,0.967
tidak bisa masuk lokasi ya tinder,3,negative,1,2020-10-28 11:37:50,tinder,0.6,0.955
tidak ada ketemu usaha,1,negative,5,2019-09-03 15:51:36,tinder,0.6,0.968
tollong biar masuk tinder coba kali kali gonta ganti hape tindercan lu please respect,3,negative,5,2020-09-18 08:51:35,tinder,0.6,0.618
aplikasi mesti verifikasi mulubikin malas pakai,1,negative,1,2019-09-03 23:02:48,tinder,0.595,0.998
blokir kenapainstall ulang tidak bisa masuk,3,negative,1,2021-01-14 18:51:21,tinder,0.6,0.895
kali blokir tidak ada block buang kuota,1,positive,1,2022-03-23 12:36:36,tinder,0.6,0.688
bismillah moga jodoh bosan main live streaming manfaatin doang,3,negative,5,2020-10-05 21:10:57,tinder,0.6,0.978
tbb blokgk jelsdownl pakai akun tidak bisa,1,neutral,1,2021-03-05 08:59:03,tinder,0.595,0.551
jelek banget taikk apk tinder lihat orang suka foto jak pakai koinn,2,negative,1,2021-02-25 15:31:38,tinder,0.555,1.0
tidak erti tidak bisa nge chat ya bayar bantu,2,negative,2,2019-01-17 15:40:21,tinder,0.728,0.556
aplikasi tidak jelas kirim email tidak balas,1,negative,1,2023-02-12 09:07:47,tinder,0.599,0.999
bagus suka aplikasi,0,positive,5,2019-01-07 21:14:57,tinder,0.6,0.999
muas pakai uang,1,neutral,3,2023-01-31 01:41:43,tinder,0.595,0.974
tidak bisa masuk taok,3,negative,1,2022-05-17 09:51:09,tinder,0.6,0.987
knapa tidak bisa masuk nih apliksi knapa,3,negative,1,2020-11-21 11:35:10,tinder,0.6,0.96
mahal bos lihat like mesti member,2,negative,1,2020-11-20 19:10:26,tinder,0.599,0.979
tidak bisa tambah foto foto diapus het,0,negative,1,2021-12-30 22:48:16,tinder,0.598,0.971
tidak tau kali tinder dikit dikit kena blokir upload foto tidak ada fulgar chat tinder sensitif banget sayam iri cantik,2,negative,1,2021-07-02 07:36:33,tinder,0.728,0.998
kode login tidak kirim,1,neutral,1,2020-10-21 09:28:15,tinder,0.599,0.992
tidak bisa login cuy,1,neutral,1,2020-05-17 23:28:26,tinder,0.6,0.906
tidak usah bikin aplikasi byar,0,negative,2,2022-08-11 22:02:50,tinder,0.599,0.919
tidak bisa pakai cht yhaharus bayar,2,neutral,1,2018-12-22 22:40:29,tinder,0.727,0.788
taii anjingg nih aplikasih bayar tidak mau buang uang paket apk aneh,1,negative,1,2019-10-17 18:14:55,tinder,0.6,0.997
tidak mampu main tinder maaf bintang,3,negative,1,2022-04-18 21:54:33,tinder,0.6,0.995
tinder tidak bisa dibukaknp blokir,1,neutral,5,2021-11-15 11:10:54,tinder,0.732,0.7
tidak bayarbaru download kirim pesan bayar tahi,2,neutral,1,2019-08-17 20:04:25,tinder,0.402,0.975
stuck tampil,2,neutral,1,2021-07-20 21:00:31,tinder,0.595,0.967
apk monyet bayar cari batas tidak pekir lebar uninstall apk sampah,2,negative,1,2021-10-15 07:04:28,tinder,0.598,0.597
sampah lihat like bayar koplax aplikasi,2,negative,1,2019-07-31 01:52:47,tinder,0.598,0.651
transaksi gagal gold,0,negative,1,2021-07-26 02:17:34,tinder,0.595,0.644
masuk susah banget kode verifikasi tidak kirim kirim bego bikin kesel doanf,1,negative,2,2020-10-19 20:07:44,tinder,0.402,0.999
ditambahin cari jodoh tidak sedikit dibatasin,4,negative,5,2019-01-31 22:12:31,tinder,0.62,0.994
tidak seru lihat orang suka prabayar hadehhh,0,negative,1,2019-03-11 23:14:46,tinder,0.6,0.999
akun gua blokir anjing ya jarang pakai tidak recommend buruk mending tantan,1,negative,1,2019-05-16 15:34:03,tinder,0.595,0.996
nala gagal pas pasang pic,0,negative,1,2019-04-26 00:28:11,tinder,0.595,0.994
gara lu ya anjig gue sakit hati kalo aplikasi manfaat bikin orang selingkuh bangsad,0,negative,1,2020-09-09 21:46:51,tinder,0.599,1.0
gagal kirim pesan,1,negative,3,2021-08-12 21:39:47,tinder,0.599,0.997
bayar pakai google play gagal mulu,3,negative,1,2020-12-01 12:00:38,tinder,0.797,0.999
ku sukatp pembayaranya ribet sih pakai kartu kridit sgala,1,negative,3,2021-06-09 21:24:37,tinder,0.595,0.997
stuck tampil,2,neutral,1,2021-07-20 21:00:31,tinder,0.595,0.967
aplikasi nih tidak jls banget niat hati mata suami main tidak bisa masuk ggl deh rencana lihat kedok suamiaplikasi payah,3,negative,1,2023-05-04 10:22:55,tinder,0.733,0.999
tidak bisa login cuy,1,neutral,1,2020-05-17 23:28:26,tinder,0.6,0.906
aplikasi nipu gaes hati main blokir akun hati tidak mau bayar member akun premium gold tidak mau duit layang sia tidak jelas,3,negative,1,2022-04-29 05:46:13,tinder,0.6,0.999
bintang love nya dibatesin malas main tinder,3,negative,5,2019-03-28 17:49:05,tinder,0.6,0.999
kali akun blokir anyingg pakai foto asli kagak toxic keburu,1,negative,1,2021-08-23 21:01:59,tinder,0.732,0.882
parah banget srba byr lihat like byr app tidak bntuin orang cari teman bikin mlarat orang coba kaya app belah srba grtis minat ampun deh mending uninstall mhon maaf tunggu ksdrn mmbuat app,0,negative,1,2020-04-07 12:41:33,tinder,0.599,1.0
tidak seru lihat orang suka prabayar hadehhh,0,negative,1,2019-03-11 23:14:46,tinder,0.6,0.999
knapa tidak bisa masuk nih apliksi knapa,3,negative,1,2020-11-21 11:35:10,tinder,0.6,0.96
tolong banget garagara pakai akun foto ambil purapura sayasaya mohon bantu takut,1,neutral,1,2022-02-18 22:15:25,tinder,0.731,0.988
aplikasi orang kayaini byr byrmnding bliin makan tidak brguna skalibuang duit,2,negative,1,2020-07-16 11:05:57,tinder,0.6,0.994
kena blokir tidak tau nya match angkat tangann tinder gold blokirr mantap,2,neutral,1,2020-10-02 18:33:33,tinder,0.728,0.991
apk anjing kagak bayar dasar apk cari duittttyg dowbload nyesal,2,negative,1,2020-10-24 10:30:55,tinder,0.598,1.0
tidak bayarbaru download kirim pesan bayar tahi,2,neutral,1,2019-08-17 20:04:25,tinder,0.402,0.975
cewenya kalo salamin pakai jilbab jilbab cuman tutup kutu doang,1,negative,1,2021-07-11 19:14:50,tinder,0.595,0.999
tidak bisa masuk mentok logo,3,negative,1,2023-04-03 23:42:10,tinder,0.6,0.52
apk sampah dichat tidak ada respon match gakguna,0,negative,1,2022-07-03 12:49:16,tinder,0.599,0.999
aplikasi tidak guna bikin rumah tangga beranta,4,negative,1,2020-04-17 08:28:07,tinder,0.598,0.874
gua komplen nihada akun nama firzain depokpertama mah ajaya gua gabut pakai app tinder tuh tidak harap jodohtapi bikin gue bencinyaada bae orang toxic katai fisikngomong kasarmending cakepdah kayak laki jugaidih najisawas gue firzain depoktuh orang sok cakep anjgmaaf gua cuman asih bintang tindertolong cari tuh orang jeblosin penjara kalo bisaudah ngujar kebenciantolong up nih tinder,1,negative,1,2021-08-24 03:12:50,tinder,0.595,0.999
akun blokir tidak pernah pakai aplikasi,1,negative,1,2020-12-07 00:20:35,tinder,0.595,0.558
mampus kena uu ite nyalah gunain foto orang begitu idiiot orang asli tidak tau aku pecicilan kayak khontol,4,negative,1,2023-05-02 13:19:40,tinder,0.595,0.999
kalo tidak niat bikin aplikasi tidak usah sok soan laahhh,0,negative,1,2022-11-17 12:43:05,tinder,0.599,0.988
ditambahin cari jodoh tidak sedikit dibatasin,4,negative,5,2019-01-31 22:12:31,tinder,0.62,0.994
akun blokir tidak ada bikin langgar atur ehm aneh sungguh kecewa,0,negative,1,2022-07-17 18:41:18,tinder,0.599,0.999
coba ulanv tidak bisa,0,negative,1,2022-09-24 16:27:44,tinder,0.6,0.995
tidak ngaruh jomblo,4,negative,3,2018-12-15 21:57:22,tinder,0.598,0.98
tidak bisa buka loading,4,negative,1,2021-06-27 16:07:20,tinder,0.597,0.998
anjayyy nih apk hati kalo cowok aku jomblo eh tau istri kalo tukar nomer wajib cek apk getcontactv tonton tinderswindler main apk,2,neutral,1,2022-05-04 20:00:01,tinder,0.435,0.993
tidak pernah download tinder gue download tinder kali gue pakai tinder rgister langsung blokirrrr gaguna cuman ngambil nomor telpon email salah guna anjir,1,neutral,1,2021-09-11 06:56:17,tinder,0.731,0.803
aplikasi bayar gala nya tidak jelas lihat orang like bayar babi,2,negative,1,2020-12-30 10:51:01,tinder,0.732,0.999
hapus akun tidak bisa gagal,0,positive,1,2020-05-02 05:37:03,tinder,0.596,0.511
masuk batas umur tidak mengertiyang tau tolong kasih tau ya,3,negative,1,2020-11-13 00:03:01,tinder,0.6,0.5
akun milik diblokdan tidak bisa masuk,3,negative,3,2020-11-09 09:08:20,tinder,0.733,0.977
aplikasi tarik,2,positive,5,2021-02-02 05:32:02,tinder,0.6,0.994
aplikasi bayar mahal banget,2,negative,1,2022-05-16 20:06:15,tinder,0.598,0.999
moga cewekcowok ikhtiar pakai aplikasi niat jodoh ketemu jodoh amin,1,positive,5,2021-11-24 11:28:21,tinder,0.732,0.984
tidak jelas aplikasi asyek tutup error,1,negative,1,2020-10-11 11:00:21,tinder,0.597,0.997
susah banget verifikasi,2,negative,1,2021-12-10 12:01:27,tinder,0.599,0.999
feed tidak muncul,0,positive,1,2021-01-18 01:07:44,tinder,0.597,0.618
parah sih gue main tidak bisa buka,3,negative,1,2021-03-17 15:19:20,tinder,0.475,0.999
hhh - lelucon klub cari teman bayar maaf otak tinggal pikir,4,negative,1,2023-03-02 11:13:10,tinder,0.512,0.995
siapin duit kalo pakai app,1,neutral,1,2020-12-10 11:24:11,tinder,0.731,0.525
tidak pernah ketemu match kayak tidak pernah like,1,negative,1,2020-06-22 16:03:25,tinder,0.6,0.994
tidak tau chat nya pakai koin gerat,2,negative,3,2023-01-25 15:39:18,tinder,0.728,0.999
kenapesi tidak bisa masuk aneh,3,negative,3,2021-07-07 00:33:18,tinder,0.6,0.617
terimakasi tinder gara aplikasi ketemu jodoh suami,0,positive,5,2020-06-04 19:55:25,tinder,0.598,0.606
tidak punya alam tinder gabung,4,negative,5,2019-06-07 06:14:07,tinder,0.598,0.998
chat bayar payah maaf unistal,2,negative,1,2022-03-10 15:28:14,tinder,0.598,0.998
tidak bisa lihat share orang,2,negative,1,2020-03-11 19:18:33,tinder,0.599,0.995
apl goblok tidak bisa buka buang kuota anjing apk tidak jelas,1,negative,1,2020-01-03 18:57:02,tinder,0.6,0.999
akun tidak ke pakai saran hapus akun tidak kpke,1,neutral,1,2019-06-06 21:59:55,tinder,0.595,0.998
pakai bagus bintang,1,positive,1,2019-11-12 16:46:11,tinder,0.595,0.997
tidak bisa chat bayar fuck,2,negative,1,2021-06-30 18:26:03,tinder,0.598,0.997
tidak bisa buka tindernya,4,neutral,1,2022-11-15 20:00:06,tinder,0.597,0.811
susa banget masuk nya masuk blokir hmm,3,negative,1,2022-03-17 18:36:45,tinder,0.733,0.576
tidak bisa lihat like,2,negative,4,2022-09-01 10:50:37,tinder,0.599,0.967
aplikasi setan tidak bagus,0,negative,1,2022-11-10 20:29:34,tinder,0.6,0.999
bagus sih tidak bisa buka npa ya,4,negative,5,2022-08-21 01:17:50,tinder,0.597,0.991
tinder sih muter doang tidak bisa masuk kemarin,3,negative,1,2019-01-15 07:43:29,tinder,0.6,0.998
rusak tidak bagus tidak ada orang hapus akun tidak bisa,3,negative,1,2020-07-22 19:30:40,tinder,0.6,0.997
kasih bintang pakai apk,1,positive,2,2022-12-01 01:57:27,tinder,0.595,0.953
hp hilang akun ikut hilang tidak bisa dibalikin akun,0,neutral,1,2022-05-07 14:41:29,tinder,0.636,0.993
bayar vip sih bikin tinder bodoh,2,negative,1,2019-10-05 23:17:10,tinder,0.425,0.999
ok biaya jagan mahal,1,negative,5,2023-02-27 20:59:38,tinder,0.599,0.999
kode tidak muncul solusi ya,0,negative,5,2022-09-07 08:47:43,tinder,0.597,0.515
download kali akun kena blok,4,neutral,1,2021-07-28 06:36:52,tinder,0.595,0.998
bintang pakai aplikasi,1,neutral,4,2020-02-12 20:27:54,tinder,0.595,0.998
teman lihat tidak ada,2,neutral,3,2019-07-02 09:46:24,tinder,0.599,0.955
gampang kalai nge banned tidak omong bekumy jam bikin akun deh bann asu,0,negative,1,2023-01-07 07:33:27,tinder,0.599,0.968
tidak bisa masuk jelek,3,positive,1,2019-07-26 11:47:07,tinder,0.6,0.604
tidak bisa masuk deh up,3,negative,1,2021-05-21 12:12:51,tinder,0.6,0.996
kode tidak muncul sih,0,negative,1,2020-07-30 10:53:39,tinder,0.597,0.766
tunggu kode masuk menit niat tidak bikin aplikasi,3,negative,1,2022-11-26 23:30:20,tinder,0.6,0.85
verifikasisms tidak masuk,3,negative,1,2021-03-22 18:30:01,tinder,0.6,0.695
aplikasi bayar gila prah tidak cocok gnimah ruwet,2,negative,1,2021-09-18 18:48:54,tinder,0.598,0.999
kembali akun masuk gagal,3,neutral,1,2021-11-24 09:29:07,tinder,0.799,0.88
apk tidak jelas anjg tidak bisa masuk,3,negative,1,2020-05-03 15:31:01,tinder,0.6,0.998
tidak pernah ketemu teman tinder huhuhu,1,negative,5,2022-09-21 13:57:11,tinder,0.6,0.999
sombg tidak peduli cewek apk sebal sngat,4,negative,1,2021-01-31 01:48:27,tinder,0.598,0.999
bagus sih coba gih gaush pakai bayar,2,positive,5,2021-08-04 20:07:39,tinder,0.598,0.889
aplikasi mana orang orang adu outfit adu ngetrip sok hedon gilir ajak pinggir tidak mau,4,negative,4,2023-04-19 08:23:25,tinder,0.733,0.998
chat bayar,2,positive,1,2019-10-03 01:13:45,tinder,0.598,0.912
ngebangkat cewek thanks tinder,4,neutral,5,2022-05-22 17:27:17,tinder,0.6,0.913
aplikasi tidak jelas buang kuota,1,negative,1,2020-12-11 22:20:54,tinder,0.6,0.999
aplikasi pakai duitmnding tantanmnding hapus playstorega,1,negative,1,2018-11-14 11:26:53,tinder,0.595,0.92
tidak bisa kirim pesan,1,negative,1,2023-05-01 01:32:07,tinder,0.599,0.983
chat doang bayar kapitalis,2,negative,1,2021-04-07 15:42:15,tinder,0.598,0.999
tidak bisa pasang payah,2,negative,1,2019-02-19 23:17:31,tinder,0.6,0.997
suka aplikasi guna,0,positive,5,2020-10-09 12:31:02,tinder,0.6,0.991
ngeblokir tidak asih solusi,1,negative,1,2021-10-19 02:05:05,tinder,0.599,0.995
tidak bagus bayar,0,negative,1,2022-08-20 23:34:23,tinder,0.403,0.999
coba dululek bagus ditambahin bintang,0,positive,3,2023-02-23 14:28:14,tinder,0.733,0.999
suka aplikasi bintang,0,positive,5,2020-05-19 10:39:09,tinder,0.6,0.998
banyak fitur bayar,2,positive,1,2020-02-18 21:31:03,tinder,0.598,0.997
apk bayar orang suka apk taii,2,positive,1,2019-12-25 08:05:00,tinder,0.406,0.948
kemarin tidak bisa buka tolong diperbaikikeburu spik disamber orang min,4,neutral,1,2022-11-21 07:34:49,tinder,0.501,0.923
berat kali tidak bisa buka pesan ngeleg,4,negative,1,2020-10-11 20:34:15,tinder,0.598,0.998
chat kali bayar,2,negative,1,2022-07-22 10:26:43,tinder,0.598,0.97
good sayang banyak bayar,2,negative,4,2023-01-26 07:15:05,tinder,0.598,0.519
daftar bikin kecewa,0,negative,1,2021-07-19 23:00:22,tinder,0.599,0.999
coli apk bikin emosi,0,negative,5,2020-10-30 20:36:59,tinder,0.599,0.999
tidak bisa kirim foto maps dll,1,negative,3,2020-11-27 18:13:16,tinder,0.599,0.924
pakai bagus entahlh,1,positive,5,2023-02-20 16:45:37,tinder,0.595,0.998
tidak jelas apk nya bikin pusing,0,negative,1,2023-05-02 02:57:38,tinder,0.599,0.999
apk bagus uninstalcz bikin bangkrutklo tidak bayar fitur tidak brfungsisma tidak bantu tidak cok jomblo cari pasang tidak brpenghasilanbkan gue tidak punya duittpi buang ratus ribu doankmnding sedekah anak yatim fakir miskintrz doain biar jodohkelardripda apk bodoh mcem,4,negative,1,2019-07-05 19:44:01,tinder,0.472,0.999
tidak bikin status simpang tba akun dblokir crtanya,0,neutral,3,2019-10-11 19:18:37,tinder,0.599,0.997
aplikasi bayar jadi aplikasi aplikasi bayar,3,neutral,1,2022-09-17 09:19:22,tinder,0.6,0.997
masuk verivikasi gagal melulu pdhlkode nya kirim dangkalam suee,3,neutral,1,2020-08-26 10:07:04,tinder,0.6,0.995
umur dibatasin sih gue cuman etik umur gue dibanned lohcoba mohon bantu cs tinder ku kasih rating loh,4,negative,5,2020-05-26 14:23:45,tinder,0.425,0.991
coba kalo bagustambahin bintang,0,positive,3,2018-12-14 13:41:32,tinder,0.6,0.904
aplikasi anjing tidak bisa masuk,3,negative,1,2019-08-06 12:55:53,tinder,0.6,0.969
turun harga tinder gold mahal,0,negative,4,2021-10-04 09:10:44,tinder,0.599,0.743
tidak mau jatuh kali,2,positive,5,2022-09-17 15:32:39,tinder,0.6,0.872
tidak bisa masuk tinder ya,3,neutral,2,2021-07-18 02:36:33,tinder,0.6,0.617
tidak bisa buka aplikasia eror bos,4,negative,1,2021-02-06 11:21:02,tinder,0.597,0.884
ribet banget masuk tinder ya tidak kayak,3,negative,1,2022-04-21 09:05:30,tinder,0.6,0.999
tidak erti masuk nya,3,negative,3,2022-06-16 13:10:58,tinder,0.6,0.998
kontl apk bayar taruh mahal,2,negative,1,2019-07-15 06:14:49,tinder,0.598,0.997
download undah daftar tidak kapai kena blokir,4,neutral,1,2019-05-23 02:39:57,tinder,0.595,0.999
aplikasi buruk bayar pakai uwang tidak bantu,2,negative,5,2021-04-30 15:28:01,tinder,0.598,0.999
mohon gagal,3,positive,1,2020-05-07 09:35:39,tinder,0.594,0.879
gue uninstal apk tidak jelas serba bayar tidak usah download,2,negative,1,2020-10-20 12:29:43,tinder,0.598,0.998
capek tidak bisa chat pakai apk,1,negative,1,2021-10-19 13:14:27,tinder,0.595,0.998
obrol tidak sudah kena blokir,4,neutral,1,2021-03-27 02:06:11,tinder,0.595,0.615
aplikasi titit cewek kerap jual mahal kalang hamil,2,negative,1,2021-07-16 19:00:01,tinder,0.6,0.999
jelek bayar tidak ada free,4,positive,1,2020-07-12 12:56:32,tinder,0.6,0.714
gold tidak bisa masuk gue woi,3,negative,2,2022-05-15 14:27:22,tinder,0.6,0.987
aplikasi tidak jelas mending pakai,1,negative,1,2021-06-20 10:28:48,tinder,0.595,0.999
tidak buka appsnya loding,4,neutral,1,2021-06-10 23:38:05,tinder,0.597,0.547
mantap tidak main,3,positive,5,2022-08-11 04:20:01,tinder,0.6,0.998
sih jodoh chatku hilang,0,negative,2,2021-07-15 17:55:59,tinder,0.6,0.99
benci banget aplikasi tidak guna bikin orang lupa,0,negative,1,2019-01-27 13:57:28,tinder,0.599,1.0
aplikasi jelek banget,4,negative,1,2020-07-29 20:27:23,tinder,0.6,0.999
untungya doang chat bayar,2,positive,1,2021-09-21 00:02:20,tinder,0.598,0.987
bagus kaum rebah malas cari pacar haha,4,negative,5,2022-03-23 21:00:32,tinder,0.598,0.999
hmmn cuman lihat suka bayar,2,negative,2,2020-11-17 01:09:09,tinder,0.598,0.995
iya akun langsung kena blok tahi akun gue,4,neutral,1,2021-09-20 21:54:00,tinder,0.595,0.997
tidak masuk blok,3,negative,2,2021-05-04 19:32:20,tinder,0.6,0.857
tidak guna apa bayar gue bikin nih apk tukang palak duit mulu,2,negative,1,2019-08-15 12:25:52,tinder,0.425,0.999
bagus gaul disinibanyak teman tidak begitu,4,positive,5,2022-06-21 21:38:36,tinder,0.598,0.835
tidak langgar akun diblokirkatnya langgar ketentuanparah nih app,2,negative,1,2021-01-18 22:02:56,tinder,0.6,0.988
aplikasi jelek paksa bayar,2,negative,1,2022-09-25 17:55:48,tinder,0.598,0.999
ulas sayang aplikasi pakai koi diamond parah banget,1,negative,1,2022-10-20 09:18:15,tinder,0.595,0.999
masuk langsung blokir apk bodoh tidak mau download buang kuota duit tidak jelas banget anjir apk nya sih,3,negative,1,2021-11-14 01:50:44,tinder,0.6,1.0
tolol akun tinder gold tidak terima sms masuk coba kali uninstall tidak bisa goblokkkkk,3,negative,1,2021-01-18 00:41:34,tinder,0.6,0.876
akun bulan tidak di pakai pas buka kena banned,1,negative,1,2021-09-23 07:36:53,tinder,0.73,0.931
tinder ya tibatiba kena langgar tidak laku apa asa kemarin baikaja pantesan akhir ngechat hilang sebab nya aduh tolong baik ya,4,negative,3,2023-04-21 05:00:15,tinder,0.595,0.999
kena shadow banned tidak ngapa kapai,4,negative,1,2023-04-12 23:05:20,tinder,0.595,0.998
sih masuk pasuk kode kode sih,3,neutral,2,2021-05-05 04:50:16,tinder,0.6,0.97
susah masuk ya akun cekal bikin esmosi,0,neutral,1,2023-03-27 17:40:31,tinder,0.402,0.994
kecewa banget tinder pakai akun blokir tidak ngelakuan langgar tentu tinder pakai tinder sih,1,negative,1,2020-11-04 03:18:04,tinder,0.731,0.999
tidak tulus aplikasi bayar,2,negative,3,2019-02-10 13:45:38,tinder,0.598,0.999
gue ketemu tinder teman doi tidak tau asa gue,2,negative,5,2021-01-13 21:46:13,tinder,0.424,0.813
hati bijak mengunakan predator mohon tinder terima real akun kalo tidak verifikasi tidak di terima fake,4,neutral,4,2020-09-26 12:09:29,tinder,0.537,0.546
akun kena ban tidak kata kasar buruk apk,4,negative,1,2023-10-25 08:07:07,tinder,0.595,0.996
tidak bisa masuk ya,3,neutral,5,2019-02-28 05:16:08,tinder,0.6,0.537
jelek gue tidak bisa masuk sih,3,negative,1,2019-10-24 02:14:29,tinder,0.6,0.999
tidak didownload apk jelekkk tidak apapa akun blokir anehhhhh buang koutaaaa lol,3,negative,1,2020-12-07 04:40:14,tinder,0.6,0.999
tidak bisa bayar anjay,2,negative,1,2020-10-27 10:24:12,tinder,0.598,0.895
alam tukang parkir,4,negative,5,2021-11-01 20:34:45,tinder,0.598,0.994
deplovernya bego dahkalau download tidak bayar begoopantas rating lu rendah lihat tantan,2,negative,1,2021-12-05 16:08:55,tinder,0.598,0.999
sulit banget cewek tidak ada dimatch,2,negative,1,2020-07-04 18:56:58,tinder,0.599,0.999
menginstal tinder nya,4,negative,1,2019-10-22 07:36:57,tinder,0.6,0.985
tidak bisa buka minnn,4,negative,1,2021-03-23 15:36:32,tinder,0.597,0.926
lepas perawan pakai aplikasi,1,neutral,5,2019-04-24 12:31:05,tinder,0.595,0.58
foto diupload kualitas buruk foto buram,4,negative,2,2020-04-25 23:26:07,tinder,0.553,0.999
teman diikur uang teman bayar,4,neutral,1,2023-07-26 20:03:25,tinder,0.599,0.987
khusus hasil uang,4,neutral,1,2019-08-05 12:37:05,tinder,0.6,0.988
tidak usah insecure kalo tidak dapat dunia nyata,3,negative,5,2021-01-06 00:09:54,tinder,0.6,0.994
mahal paket tindernya,1,negative,3,2020-02-01 19:10:33,tinder,0.599,0.999
mohon diperhatikang guna arah negatif,4,neutral,1,2020-07-23 23:33:56,tinder,0.732,0.997
aplikasi eh ketemu pacar deh haha,1,neutral,5,2018-11-22 10:41:42,tinder,0.6,0.436
pembayaranyaslain pakai atm,1,neutral,5,2019-07-06 01:46:59,tinder,0.595,0.998
lol apl bodoh tidak bisa masuk tidak guna,3,negative,1,2019-02-16 03:50:37,tinder,0.6,0.998
puas cari teman,4,negative,5,2020-06-17 13:23:56,tinder,0.598,0.994
sip gua mah tidak bisa masuk,3,negative,1,2021-11-08 22:12:00,tinder,0.6,0.993
masiih bintang kalo lolos kasih bintang,0,neutral,3,2020-08-20 11:36:58,tinder,0.596,0.716
app tidak jelas tibatiba akun cekal lamalama tidak jelas jelek,2,negative,1,2023-03-29 16:53:45,tinder,0.733,0.999
terima kasih dikenalin perempuan moga,4,positive,5,2022-05-17 00:59:40,tinder,0.598,0.973
akun dibanned alas tidak tahu,3,negative,1,2021-11-17 09:40:23,tinder,0.401,0.998
tidak bisa dibukaa,1,neutral,1,2023-05-30 07:59:38,tinder,0.599,0.977
keren coba kalo tidak percaya,0,positive,5,2021-04-16 09:34:02,tinder,0.6,0.537
tidak bisa masuk jnck,3,negative,1,2021-07-19 09:30:07,tinder,0.6,0.994
parah sih habis asih bintang tinder ku langsung banned tidak sangka beli tinder gold suka ngebug pesan hilang match nya hilang tidak ada notif masuk sesal beli tinder gold,3,negative,5,2020-08-22 20:01:31,tinder,0.6,0.999
aplikasi kampret downdload bapring sush buka bikin dongkol aplikasi anjing,0,negative,1,2018-12-29 20:43:00,tinder,0.599,0.983
aplikasi gagunaa umur gue bilang tidak cukup umur gila kali,3,negative,1,2020-04-07 07:50:33,tinder,0.6,0.999
tidak bisa masuk sih,3,negative,2,2021-06-12 19:07:56,tinder,0.6,0.996
kalou lihat suka bayar tidak enknya,2,negative,4,2020-03-17 20:41:33,tinder,0.561,0.64
tidak pantas instal,4,negative,1,2019-04-02 16:39:52,tinder,0.6,0.999
alhamdulillah pakai apk tinder temu laki bikin sakit hati,1,positive,5,2021-07-27 17:58:50,tinder,0.4,0.577
susah daftar tidak jelas,2,negative,1,2021-07-15 20:50:40,tinder,0.599,0.999
tidak bisa lihat suka bayar,2,negative,1,2023-04-15 22:12:52,tinder,0.599,0.921
banyak ikut,0,positive,5,2018-11-15 07:40:57,tinder,0.599,0.996
akun gue blokir anjiggg bikin akun blokir,0,neutral,1,2021-01-19 17:08:26,tinder,0.599,0.999
aplikasi tidak jlas bikin kecewa,2,negative,1,2022-04-18 05:47:00,tinder,0.427,0.999
aplikasi tarik,2,positive,5,2021-08-24 22:24:52,tinder,0.6,0.994
susah daftar gold,2,negative,3,2022-11-23 22:42:49,tinder,0.599,0.993
woy cerita akun gue kena cekal gue tidak pernah post foto aneh,4,negative,1,2022-07-03 10:41:04,tinder,0.595,0.995
tinder jodoh tidak hilang,0,positive,3,2022-08-26 14:34:24,tinder,0.6,0.861
pakai tidak pernah chat cabul tau blokir sih akun,1,negative,1,2020-10-03 09:09:53,tinder,0.595,0.498
tidak bisa buka apk eror,4,negative,1,2022-08-13 22:00:31,tinder,0.597,0.994
gue bilang langgar bijak hello gue tidak ngerugiin orang tidak bicara kotor tinder,3,negative,1,2020-10-18 20:50:54,tinder,0.6,0.592
tinder tidak bisa pakai akun cekal,1,neutral,1,2022-07-28 11:50:53,tinder,0.595,0.966
tidak masuk akal,3,negative,1,2021-08-27 21:02:16,tinder,0.6,0.994
kalo tidak bayar tidak bisa teman ya,2,negative,2,2023-05-08 22:00:08,tinder,0.598,0.948
masuk woyyyy,3,positive,1,2019-01-26 15:22:53,tinder,0.6,0.992
kalo uninstal pasang pas pakai nomer telpon tidak bisa muncul kode nya,1,neutral,1,2020-08-26 15:50:58,tinder,0.729,0.992
good tidak ada nyantol gue its oke ikhtiar,4,positive,5,2021-02-24 14:14:50,tinder,0.598,0.586
aplikasi kontol jancok masuk blokir memek nggabisin kuota,3,negative,1,2019-12-15 00:58:51,tinder,0.6,0.948
aplikasi jelek tidak jelas,2,negative,1,2021-03-19 23:28:16,tinder,0.6,0.999
tidak bayar bagus,2,negative,4,2020-11-11 01:18:53,tinder,0.598,0.999
tidak ada bayar bagus sayang,2,negative,3,2020-10-12 21:16:41,tinder,0.598,0.994
blokir tidak ada konten ganggu privasi orang pasang foto iklan bisnis tahu tidak ada larang nya tinder tolong baik tidak hanya jodoh jodoh bisnis tidak masalah gay waria bisex tidak kena blokir,3,negative,1,2019-07-26 17:55:08,tinder,0.459,0.707
parah banci parah gender nya wanita bikin geli,0,negative,2,2019-02-10 00:03:07,tinder,0.599,0.999
aplikasi tahi tidak didownload,3,negative,1,2019-08-14 00:40:39,tinder,0.6,0.998
tidak tahu coba nadib mujur,3,negative,1,2019-07-27 14:43:53,tinder,0.419,0.998
kasih entar ditambahin kalo,0,neutral,1,2023-02-01 20:35:51,tinder,0.598,0.964
